Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2025 Cherbourg CH F,W vs Sels,1.27,2.13,38.6,2.1,17.2%,89.7%,4.2%,66.7%,33.3%,36.4%
2025 Marseille R16,L vs Medvedev,0.97,0.43,35.2,2.1,11.1%,51.9%,0.0%,56.0%,20.0%,20.8%
2024 Roland Garros R128,L vs Djokovic,0.95,0.51,30.6,2.1,9.4%,54.7%,4.1%,73.5%,16.3%,23.1%
2023 Metz SF,L vs Shevchenko,0.85,0.62,45.5,2.0,21.2%,54.5%,10.3%,62.1%,22.6%,39.3%
2021 US Open R128,L vs Mannarino,0.95,0.85,48.8,33.0,13.8%,65.5%,4.9%,55.6%,36.8%,32.9%
2021 Wimbledon R128,L vs Andujar,0.88,0.94,71.4,3.5,13.2%,60.5%,12.3%,59.4%,46.2%,39.1%
2021 Roland Garros R128,L vs Sinner,0.99,0.83,48.8,12.5,8.8%,51.2%,8.5%,66.2%,37.8%,31.9%
2021 Marseille F,L vs Medvedev,0.94,0.80,60.8,2.1,11.3%,69.8%,8.9%,60.0%,30.2%,28.9%
2021 Australian Open R128,L vs Fognini,0.76,0.56,27.6,2.2,11.6%,69.8%,9.8%,48.8%,29.3%,29.7%
2020 Roland Garros R64,L vs Zverev,0.90,0.91,56.6,6.7,2.3%,66.3%,1.3%,55.8%,37.6%,40.0%
2020 Roland Garros R128,W vs Mmoh,1.36,1.86,24.4,2.0,16.0%,74.0%,10.2%,57.1%,41.5%,52.6%
2020 Marseille R16,L vs Auger Aliassime,1.19,0.67,98.2,5.4,1.6%,63.5%,3.6%,60.7%,14.6%,28.9%
2020 Montpellier R32,W vs Stakhovsky,1.08,1.48,43.9,2.3,10.0%,70.0%,14.3%,64.3%,42.5%,47.2%
2020 Australian Open R64,L vs Goffin,0.91,0.85,50.8,4.7,5.3%,59.2%,7.2%,44.9%,39.1%,50.8%
2020 Australian Open R128,W vs Norrie,1.24,1.10,58.0,7.7,7.9%,62.9%,8.5%,59.8%,36.6%,31.4%
2019 US Open R128,L vs De Minaur,0.94,0.81,37.9,2.2,5.6%,53.5%,4.9%,59.0%,28.9%,47.8%
2019 Wimbledon R128,L vs Anderson,0.96,0.51,26.5,2.3,4.8%,57.1%,5.0%,57.5%,31.7%,13.2%
2019 Halle SF,L vs Federer,0.87,0.26,37.7,2.0,-,54.8%,-,63.3%,19.0%,5.0%
2019 Halle R16,W vs Stakhovsky,1.18,1.71,48.1,4.7,16.3%,81.4%,8.3%,75.0%,32.7%,29.5%
2019 s Hertogenbosch R16,L vs Goffin,0.84,0.69,47.8,2.0,-,55.9%,-,62.5%,20.5%,48.5%
2025 (2 matches),,1.12,0.92,36.9,2.1,14.3%,71.4%,2.0%,61.2%,26.5%,28.3%
2024 (1 matches),,0.95,0.51,30.6,2.1,9.4%,54.7%,4.1%,73.5%,16.3%,23.1%
2023 (1 matches),,0.85,0.62,45.5,2.0,21.2%,54.5%,10.3%,62.1%,22.6%,39.3%
2021 (5 matches),,0.91,0.83,55.1,3.8,11.9%,62.1%,9.0%,58.7%,38.2%,33.8%
2020 (6 matches),,1.10,1.07,56.8,3.7,6.3%,65.0%,6.6%,56.2%,35.6%,41.0%
Career (203 matches),,1.02,0.95,54.7,2.9,11.6%,65.6%,8.2%,63.9%,32.4%,33.6%
