Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,9,5,4,55.6%,12-10,54.5%,122-108,53.0%,1-3,25.0%,9,83.3%,23.2%,10.9%,5.6%,59.4%,73.4%,55.5%,66.1%,37.0%,51.4%,1.09,F (St. Brieuc)
2025,25,14,11,56.0%,33-26,55.9%,304-282,51.9%,5-6,45.5%,25,82.5%,20.8%,12.4%,6.7%,58.6%,77.4%,46.4%,64.5%,36.4%,50.7%,1.03,W (Cherbourg)
2024,39,24,15,61.5%,53-41,56.4%,496-464,51.7%,12-9,57.1%,39,81.6%,21.0%,10.9%,4.9%,61.5%,74.0%,51.1%,65.2%,36.8%,50.9%,1.06,W (Quimper)
2023,28,15,13,53.6%,33-32,50.8%,323-318,50.4%,6-5,54.5%,28,78.9%,21.4%,9.2%,5.8%,59.2%,74.1%,49.1%,63.9%,34.5%,49.7%,0.96,SF (2x)
2022,18,9,9,50.0%,25-20,55.6%,239-222,51.8%,6-4,60.0%,18,83.9%,19.0%,9.3%,5.0%,61.5%,73.9%,52.6%,65.7%,35.9%,50.8%,1.05,SF (Lugano)
2021,6,3,3,50.0%,9-8,52.9%,90-82,52.3%,2-2,50.0%,6,91.6%,14.1%,14.9%,4.6%,57.7%,80.8%,54.9%,69.8%,31.4%,50.5%,1.04,QF (Mouilleron-Le-Captif)
2020,6,4,2,66.7%,9-7,56.3%,84-79,51.5%,2-1,66.7%,6,73.8%,28.7%,6.7%,6.2%,55.1%,69.2%,49.6%,60.4%,41.1%,50.7%,1.04,SF (Prague)
2019,2,1,1,50.0%,2-2,50.0%,24-22,52.2%,1-1,50.0%,2,90.9%,13.6%,8.1%,2.7%,65.5%,70.1%,60.8%,66.9%,29.9%,49.3%,0.90,R16 (Sophia Antipolis)
2018,8,5,3,62.5%,10-6,62.5%,86-77,52.8%,3-1,75.0%,8,86.3%,17.7%,18.1%,4.3%,64.3%,75.7%,55.7%,68.6%,35.8%,51.9%,1.14,F (Ortisei)
2017,8,5,3,62.5%,12-7,63.2%,101-91,52.6%,4-1,80.0%,8,89.4%,14.0%,14.9%,7.1%,56.7%,84.3%,52.0%,70.3%,32.5%,51.5%,1.10,SF (Ortisei)
2016,16,13,3,81.3%,29-10,74.4%,233-197,54.2%,12-4,75.0%,16,91.3%,15.0%,15.5%,6.1%,55.9%,82.0%,54.1%,69.7%,35.1%,51.8%,1.16,W (2x)
2015,1,0,1,0.0%,0-2,0.0%,12-14,46.2%,0-2,0.0%,1,91.7%,8.3%,11.8%,1.3%,65.8%,82.0%,61.5%,75.0%,29.5%,50.6%,1.18,R32 (Bordeaux)
2014,31,19,12,61.3%,43-33,56.6%,419-367,53.3%,10-13,43.5%,31,86.4%,20.2%,13.7%,6.0%,52.2%,79.1%,53.8%,67.0%,36.6%,51.7%,1.11,W (2x)
2013,39,19,20,48.7%,41-46,47.1%,450-461,49.4%,14-16,46.7%,37,83.8%,14.4%,10.5%,6.0%,53.1%,77.8%,49.0%,64.3%,33.4%,49.4%,0.93,SF (2x)
2012,27,11,16,40.7%,27-34,44.3%,297-310,48.9%,6-9,40.0%,27,81.0%,16.3%,12.0%,6.1%,53.7%,76.6%,49.0%,63.8%,32.6%,48.6%,0.90,QF (2x)
2011,9,3,6,33.3%,8-12,40.0%,88-99,47.1%,0-2,0.0%,9,73.9%,21.5%,10.8%,6.2%,53.1%,74.9%,45.0%,60.9%,38.6%,49.5%,0.99,R16 (3x)
2010,6,2,4,33.3%,7-9,43.8%,62-80,43.7%,1-0,100.0%,6,69.0%,17.1%,11.0%,6.6%,52.3%,69.2%,48.9%,59.5%,36.8%,48.3%,0.91,QF (Aachen)
Career,278,152,126,54.7%,353-305,53.6%,3430-3273,51.2%,85-79,51.8%,276,83.1%,18.8%,11.7%,5.8%,56.9%,76.3%,50.8%,65.3%,35.4%,50.4%,1.02,
