Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2025 Cherbourg CH F,W vs Sels,3.2,2.4,4.1,61.8%,55.6%,62.5%,20.0%,46.7%,17.5%,0.0,0.0,-0.5,-1.1
2025 Marseille R16,L vs Medvedev,3.5,3.3,3.7,37.7%,37.5%,57.1%,22.2%,45.5%,38.9%,2.5,4.9,-10.5,-23.9
2024 Roland Garros R128,L vs Djokovic,4.1,4.1,4.2,49.6%,35.5%,35.0%,33.3%,54.3%,39.1%,-1.5,-1.0,-2.0,-2.5
2023 Metz SF,L vs Shevchenko,3.2,2.8,3.5,46.4%,46.2%,33.3%,25.0%,55.3%,32.2%,-1.0,-1.6,-1.5,-3.8
2021 Paris R64,L vs Alcaraz,3.4,3.0,3.9,47.1%,58.5%,35.3%,33.3%,42.5%,21.2%,6.5,6.7,-6.5,-5.8
2021 Roland Garros R128,L vs Sinner,3.2,2.8,3.6,43.1%,55.2%,45.0%,57.1%,43.6%,24.9%,-2.5,-1.8,0.5,0.4
2021 Marseille F,L vs Medvedev,3.7,3.3,4.1,45.5%,48.6%,50.0%,60.0%,42.9%,47.1%,0.0,0.0,2.5,3.5
2020 Marseille R16,L vs Auger Aliassime,3.3,3.5,3.1,45.4%,40.9%,42.9%,46.2%,49.8%,23.1%,1.0,1.0,-7.0,-8.0
2020 Montpellier R32,W vs Stakhovsky,3.6,3.2,3.8,53.1%,64.7%,38.5%,50.0%,60.0%,23.0%,0.5,0.5,2.0,3.6
2019 Halle R16,W vs Stakhovsky,2.8,2.9,2.8,53.5%,48.3%,57.1%,57.1%,54.0%,21.6%,7.5,9.4,3.0,5.2
2019 Madrid R64,L vs Wawrinka,3.0,3.0,3.1,49.2%,20.0%,18.2%,-,52.1%,17.8%,-4.5,-10.5,-7.0,-18.9
2019 Montpellier F,L vs Tsonga,3.5,3.7,3.4,42.9%,55.6%,0.0%,50.0%,50.9%,20.0%,1.0,2.1,2.0,4.5
2019 Montpellier QF,W vs Shapovalov,3.1,3.1,3.1,47.2%,61.1%,61.5%,100.0%,51.7%,16.1%,11.0,13.6,-4.5,-6.2
2019 Australian Open R32,L vs Raonic,2.6,3.1,2.0,42.6%,42.4%,83.3%,100.0%,56.7%,19.0%,7.5,10.7,3.0,6.7
2019 Australian Open R128,W vs Querrey,2.6,2.7,2.5,50.3%,64.3%,60.0%,88.9%,58.8%,16.5%,14.5,13.1,12.0,16.7
2018 Ortisei CH F,L vs Humbert,2.9,2.3,3.4,41.9%,38.9%,0.0%,75.0%,64.1%,21.2%,1.0,1.9,-4.5,-18.0
2018 Shenzhen F,L vs Nishioka,4.2,2.9,5.7,52.2%,45.7%,30.0%,59.1%,57.8%,22.5%,-8.5,-4.3,-4.5,-3.9
2018 Shenzhen SF,W vs De Minaur,4.0,4.0,4.1,46.7%,42.5%,41.2%,69.6%,42.9%,30.6%,4.5,3.3,-5.5,-4.1
2018 Monte Carlo R32,L vs Dimitrov,3.5,3.8,3.2,48.5%,44.1%,15.4%,57.1%,59.1%,23.5%,-3.5,-3.2,-8.0,-13.3
2017 Stuttgart R32,L vs Haas,2.2,2.2,2.2,49.3%,52.2%,33.3%,0.0%,59.6%,25.0%,2.5,4.0,0.0,0.0
Career (26 matches),,3.3,3.1,3.5,47.9%,48.6%,39.1%,52.3%,51.5%,28.8%,1.9,2.1,-2.1,-3.2
