Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2025 Cherbourg CH F,W vs Sels,91% (10/11),67% (2/3),2/2,1/1,100% (3/3),0/0,0/0,- (0/0),- (0/0)
2025 Marseille R16,L vs Medvedev,75% (6/8),0% (0/1),0/0,0/0,25% (1/4),0/2,0/1,- (0/0),- (0/0)
2024 Roland Garros R128,L vs Djokovic,65% (13/20),100% (1/1),0/0,0/0,57% (4/7),1/4,0/1,40% (2/5),20% (1/5)
2023 Metz SF,L vs Shevchenko,64% (7/11),33% (1/3),0/0,0/0,57% (4/7),0/2,0/1,- (0/0),- (0/0)
2021 US Open R128,L vs Mannarino,45% (18/40),29% (4/14),2/5,0/0,50% (6/12),1/4,0/1,- (0/0),- (0/0)
2021 Wimbledon R128,L vs Andujar,56% (22/39),47% (9/19),2/4,0/0,58% (11/19),7/10,2/3,50% (8/16),38% (6/16)
2021 Roland Garros R128,L vs Sinner,64% (18/28),33% (4/12),2/5,0/1,20% (2/10),2/5,2/3,50% (3/6),80% (4/5)
2021 Marseille F,L vs Medvedev,72% (13/18),20% (1/5),1/1,0/0,50% (3/6),1/3,0/1,60% (3/5),67% (4/6)
2021 Australian Open R128,L vs Fognini,60% (9/15),- (0/0),0/0,0/0,55% (6/11),1/4,1/2,- (0/0),- (0/0)
2020 Roland Garros R64,L vs Zverev,70% (19/27),50% (7/14),2/2,0/0,57% (8/14),0/3,0/1,67% (4/6),17% (1/6)
2020 Roland Garros R128,W vs Mmoh,57% (12/21),55% (6/11),3/8,1/1,89% (8/9),0/0,0/0,- (0/0),- (0/0)
2020 Marseille R16,L vs Auger Aliassime,57% (12/21),- (0/0),1/4,0/3,57% (4/7),6/8,5/6,65% (11/17),35% (6/17)
2020 Montpellier R32,W vs Stakhovsky,69% (9/13),33% (4/12),2/7,1/5,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2020 Australian Open R64,L vs Goffin,50% (12/24),50% (8/16),2/3,0/0,50% (9/18),0/3,0/1,- (0/0),- (0/0)
2020 Australian Open R128,W vs Norrie,66% (21/32),42% (5/12),3/6,1/3,69% (11/16),0/2,0/0,- (0/0),- (0/0)
2019 US Open R128,L vs De Minaur,72% (13/18),50% (4/8),1/5,0/0,38% (5/13),0/3,0/1,71% (5/7),43% (3/7)
2019 Wimbledon R128,L vs Anderson,64% (9/14),0% (0/7),0/0,0/0,43% (3/7),0/3,0/1,- (0/0),- (0/0)
2019 Halle SF,L vs Federer,75% (6/8),- (0/0),0/0,0/0,63% (5/8),1/3,0/1,- (0/0),- (0/0)
2019 Halle R16,W vs Stakhovsky,76% (13/17),20% (1/5),2/2,1/1,0% (0/2),0/1,0/0,100% (5/5),50% (2/4)
2019 s Hertogenbosch R16,L vs Goffin,64% (7/11),50% (1/2),0/0,0/0,50% (3/6),0/2,0/1,- (0/0),- (0/0)
2025 (2 matches),,84.2%,50.0%,100.0%,100.0%,57.1%,0.0%,0.0%,-,-
2024 (1 matches),,65.0%,100.0%,-,-,57.1%,25.0%,0.0%,40.0%,20.0%
2023 (1 matches),,63.6%,33.3%,-,-,57.1%,0.0%,0.0%,-,-
2021 (5 matches),,57.1%,36.0%,46.7%,0.0%,48.3%,46.2%,50.0%,51.9%,51.9%
2020 (6 matches),,61.6%,46.2%,43.3%,25.0%,61.5%,37.5%,62.5%,65.2%,30.4%
Career (203 matches),,65.1%,36.3%,51.1%,57.7%,62.6%,44.1%,44.3%,65.2%,31.8%
