Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open R128,L vs Errani,82.5,87.6,4.9,88.8,87.7,97,74,71.7,3.6,72.5,73.0,77,65
2023 US Open R128,L vs Kvitova,89.4,91.7,3.0,93.5,89.4,97,82,83.7,3.0,81.7,,91,79
2023 Wimbledon R64,L vs Pegula,92.1,97.8,2.9,99.0,96.3,103,92,81.2,3.1,82.5,,86,74
2022 US Open R64,L vs Collins,87.7,90.9,4.6,94.1,87.6,100,72,78.6,4.7,75.7,80.7,86,72
2022 US Open R128,W vs Juvan,85.3,88.9,5.8,90.8,86.3,101,74,75.8,3.5,72.0,73.0,82,70
2021 US Open R128,L vs Teichmann,86.2,91.0,5.9,94.8,90.7,99,70,75.0,3.3,74.0,76.0,80,69
Career (6 matches),,86.9,90.9,4.5,93.6,88.8,103,70,77.4,3.5,77.4,76.2,91,65
