Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Merida F,W vs Frech,0.0%,-,14.4%,87.5%,7.5%,18.5%,0.0%,5.2%,23.1%,2.5%,46.2%,-49,-51
2025 Hong Kong F,L vs Mboko,0.0%,-,7.9%,90.0%,9.6%,17.2%,50.0%,8.2%,28.0%,1.1%,0.0%,25,-10
2025 Wimbledon R32,L vs Sierra,0.0%,-,3.8%,71.4%,10.4%,31.6%,0.0%,7.7%,16.7%,1.4%,33.3%,32,54
2025 Roland Garros R128,L vs Andreeva,4.0%,50.0%,13.9%,76.5%,7.4%,16.7%,50.0%,4.7%,5.6%,2.9%,42.9%,-49,-46
2024 Wuhan R64,L vs Anisimova,1.9%,0.0%,5.2%,66.7%,13.0%,28.6%,0.0%,10.0%,14.3%,1.1%,0.0%,-28,69
2024 Beijing R128,W vs Yao,0.0%,-,13.6%,82.4%,13.2%,16.0%,12.5%,5.4%,0.0%,0.5%,50.0%,-25,-36
2024 Indian Wells R128,L vs Dolehide,0.0%,-,7.1%,57.1%,12.7%,22.7%,0.0%,16.7%,0.0%,1.6%,50.0%,243,188
2023 Palermo R32,W vs Curmi,0.0%,-,12.4%,78.3%,8.0%,4.8%,0.0%,8.1%,18.8%,1.3%,20.0%,30,9
2023 Roland Garros R128,L vs Swiatek,0.0%,-,2.0%,50.0%,7.1%,10.0%,100.0%,8.3%,16.7%,2.4%,66.7%,15,9
2023 Indian Wells R64,L vs Gauff,0.0%,-,10.1%,72.7%,10.1%,23.8%,0.0%,10.5%,25.0%,1.0%,0.0%,36,34
2023 Australian Open R32,L vs Swiatek,0.0%,-,8.5%,50.0%,4.8%,12.5%,0.0%,5.6%,11.1%,1.8%,50.0%,74,54
2023 Australian Open R64,W vs Andreescu,0.0%,-,6.5%,92.3%,11.4%,16.4%,0.0%,8.0%,14.3%,0.5%,50.0%,-24,-25
2023 Australian Open R128,W vs Lys,0.0%,-,7.8%,91.7%,11.9%,17.9%,0.0%,6.3%,11.8%,0.7%,50.0%,-11,7
2022 Andorra QF,W vs Van Uytvanck,0.0%,-,13.4%,52.0%,27.8%,24.2%,0.0%,30.6%,48.0%,1.6%,25.0%,106,64
2022 Andorra R16,W vs Baindl,0.0%,-,15.0%,93.8%,15.4%,36.8%,0.0%,16.1%,28.6%,1.1%,50.0%,53,51
2022 US Open R128,W vs Juvan,0.0%,-,10.5%,69.2%,14.7%,26.2%,0.0%,9.1%,33.3%,0.4%,100.0%,-45,-42
2022 Washington R32,L vs Halep,0.0%,-,5.2%,66.7%,7.9%,18.5%,0.0%,2.7%,9.1%,1.9%,50.0%,14,-15
2022 Roland Garros Q1,L vs Govortsova,0.0%,-,7.1%,100.0%,26.1%,44.4%,0.0%,14.7%,30.0%,2.1%,100.0%,90,98
2021 US Open R128,L vs Teichmann,0.0%,-,10.1%,75.0%,5.2%,12.0%,5.9%,9.9%,21.1%,0.4%,0.0%,-34,-48
2021 Belgrade R16,L vs Sasnovich,0.0%,-,9.4%,50.0%,8.8%,21.4%,33.3%,5.2%,17.9%,2.0%,12.5%,-80,-80
Last 52 Weeks (4 matches),,0.6%,50.0%,9.4%,83.8%,8.6%,19.4%,22.2%,6.3%,20.0%,2.0%,35.7%,-12,-18
Career (21 matches),,0.2%,33.3%,9.3%,74.6%,11.3%,18.9%,10.8%,8.8%,21.4%,1.4%,35.4%,3,-1
