Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,87,36,51,41.4%,81-114,41.5%,835-953,46.7%,6-7,46.2%,85,59.7%,34.3%,1.4%,4.4%,64.8%,60.4%,42.6%,54.1%,43.2%,48.7%,0.94
Clay,33,11,22,33.3%,33-49,40.2%,369-416,47.0%,3-6,33.3%,33,53.2%,41.3%,1.1%,5.1%,67.5%,56.6%,41.3%,51.6%,46.1%,48.9%,0.95
Grass,14,5,9,35.7%,12-20,37.5%,135-165,45.0%,2-2,50.0%,14,63.3%,27.3%,2.6%,4.0%,67.5%,59.7%,46.7%,55.5%,41.1%,48.1%,0.92
Grand Slams,29,12,17,41.4%,28-39,41.8%,285-325,46.7%,3-2,60.0%,29,63.1%,30.7%,1.9%,4.1%,66.8%,60.4%,45.1%,55.3%,42.4%,48.7%,0.95
Premiers,32,15,17,46.9%,31-41,43.1%,311-342,47.6%,3-3,50.0%,31,58.9%,37.3%,1.9%,4.9%,64.0%,61.8%,41.5%,54.5%,44.0%,49.2%,0.97
Internationals,42,15,27,35.7%,38-58,39.6%,420-481,46.6%,2-5,28.6%,42,56.9%,36.4%,1.0%,5.2%,64.9%,59.1%,41.2%,52.8%,44.3%,48.6%,0.94
Finals,2,1,1,50.0%,3-3,50.0%,30-30,50.0%,1-0,100.0%,2,65.5%,33.3%,2.0%,2.5%,60.6%,67.5%,42.5%,57.6%,43.5%,50.4%,1.03
Semi-finals,2,2,0,100.0%,4-0,100.0%,25-13,65.8%,0-0,-,2,84.2%,47.4%,0.9%,2.8%,67.3%,77.8%,45.7%,67.3%,47.6%,56.7%,1.45
Quarter-finals,3,1,2,33.3%,3-4,42.9%,32-32,50.0%,0-0,-,3,58.1%,42.4%,1.9%,4.7%,63.1%,61.5%,40.5%,53.7%,45.6%,49.8%,0.99
vs Righties,116,44,72,37.9%,108-162,40.0%,1164-1359,46.1%,11-13,45.8%,113,57.6%,34.8%,1.4%,4.5%,65.7%,59.2%,42.4%,53.4%,43.4%,48.4%,0.93
vs Lefties,14,4,10,28.6%,10-20,33.3%,125-152,45.1%,0-2,0.0%,14,56.7%,34.5%,1.5%,5.3%,65.9%,57.4%,42.0%,52.1%,44.2%,48.0%,0.92
vs Top 10,11,1,10,9.1%,2-20,9.1%,58-130,30.9%,0-0,-,11,48.9%,14.3%,1.2%,5.5%,63.3%,56.7%,39.2%,50.3%,33.4%,41.7%,0.67
