Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,4,3,1,75.0%,6-2,75.0%,43-21,67.2%,0-0,-,4,78.1%,56.3%,4.1%,3.1%,64.6%,70.6%,52.2%,64.1%,51.2%,57.6%,1.43,SF (Limoges 125)
2024,2,1,1,50.0%,2-2,50.0%,22-20,52.4%,0-1,0.0%,2,50.0%,57.1%,2.0%,3.4%,70.1%,56.3%,38.6%,51.0%,51.9%,51.4%,1.06,R16 (Paris 125)
2023,13,10,3,76.9%,21-8,72.4%,153-100,60.5%,1-1,50.0%,13,76.4%,44.5%,1.4%,3.2%,62.3%,67.0%,55.3%,62.6%,47.0%,54.4%,1.26,W (Limoges 125)
2022,37,21,16,56.8%,47-34,58.0%,388-361,51.8%,5-1,83.3%,11,57.3%,45.6%,0.4%,4.3%,70.9%,57.3%,44.5%,53.6%,48.9%,51.3%,1.05,SF (3x)
2021,27,13,14,48.1%,31-31,50.0%,287-304,48.6%,6-2,75.0%,7,51.9%,45.7%,1.8%,3.3%,70.1%,55.7%,40.8%,51.3%,48.1%,49.6%,0.99,SF (W60 Montpellier)
2020,22,13,9,59.1%,29-22,56.9%,254-220,53.6%,2-1,66.7%,3,64.5%,41.4%,0.4%,3.8%,69.6%,58.7%,47.9%,55.4%,47.0%,51.6%,1.05,F (W60+H Saint-Malo)
2019,56,39,17,69.6%,81-47,63.3%,671-527,56.0%,7-6,53.8%,0,,,,,,,,,,,,W (2x)
2018,33,21,12,63.6%,46-24,65.7%,358-270,57.0%,2-3,40.0%,0,,,,,,,,,,,,W (Porto $25K)
2017,32,14,18,43.8%,30-37,44.8%,295-310,48.8%,2-5,28.6%,0,,,,,,,,,,,,W (Santarem $15K)
2016,29,17,12,58.6%,40-30,57.1%,333-280,54.3%,3-3,50.0%,0,,,,,,,,,,,,F (Madrid $10K)
2015,26,16,10,61.5%,29-23,55.8%,248-215,53.6%,1-1,50.0%,0,,,,,,,,,,,,F (Palmanova Mallorca $10K)
2014,8,4,4,50.0%,9-6,60.0%,67-57,54.0%,0-0,-,0,,,,,,,,,,,,QF (Monzon 10K)
2013,6,3,3,50.0%,6-7,46.2%,63-59,51.6%,1-2,33.3%,0,,,,,,,,,,,,R16 (3x)
Career,295,175,120,59.3%,377-273,58.0%,3182-2744,53.7%,30-26,53.6%,40,64.3%,46.4%,1.4%,3.6%,67.5%,60.7%,48.2%,56.7%,48.3%,52.5%,1.11,
