Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2026 Merida F,W vs Frech,6.8,5.4,8.0,49.2%,45.9%,60.7%,66.7%,53.2%,12.1%,9.5,3.7,-4.5,-2.2
2025 Hong Kong F,L vs Mboko,4.4,4.8,4.1,42.1%,59.4%,42.9%,48.3%,54.7%,13.3%,5.5,2.3,-0.5,-0.3
2025 Wimbledon R32,L vs Sierra,3.0,2.9,3.1,48.1%,51.5%,33.3%,85.7%,51.6%,18.3%,-1.0,-1.1,4.0,4.8
2025 Roland Garros R128,L vs Andreeva,4.7,5.2,4.4,29.6%,63.9%,52.9%,53.3%,45.0%,9.8%,6.0,6.1,-7.0,-5.9
2024 Wuhan R64,L vs Anisimova,2.5,2.1,2.8,46.1%,31.8%,0.0%,66.7%,49.5%,14.9%,2.5,6.6,-2.5,-6.3
2024 Beijing R128,W vs Yao,6.6,5.8,7.0,46.8%,55.2%,66.7%,78.6%,53.3%,2.8%,31.5,16.2,-2.5,-1.5
2024 Indian Wells R128,L vs Dolehide,3.2,3.0,3.4,28.8%,52.9%,50.0%,100.0%,60.9%,6.0%,1.5,2.0,-7.0,-14.9
2023 Palermo R32,W vs Curmi,4.9,4.9,5.0,44.6%,55.6%,63.0%,47.6%,60.9%,10.3%,1.0,0.4,4.0,3.0
2023 Roland Garros R128,L vs Swiatek,3.2,3.5,3.0,38.7%,44.4%,28.6%,0.0%,47.6%,10.8%,-4.5,-8.2,-4.5,-7.9
2023 Indian Wells R64,L vs Gauff,4.3,4.5,4.1,37.0%,55.6%,40.9%,33.3%,48.5%,5.8%,4.0,4.4,-6.0,-6.3
2023 Australian Open R32,L vs Swiatek,3.8,3.6,4.1,27.3%,28.6%,28.6%,16.7%,46.8%,15.3%,-5.5,-11.0,-12.0,-24.0
2023 Australian Open R64,W vs Andreescu,4.7,5.0,4.5,44.7%,39.3%,55.2%,81.0%,58.2%,6.4%,7.5,3.4,3.5,2.2
2023 Australian Open R128,W vs Lys,4.3,4.5,4.1,59.0%,48.8%,45.8%,63.6%,56.8%,9.2%,4.5,3.2,0.5,0.5
2022 Andorra QF,W vs Van Uytvanck,3.6,3.8,3.4,50.5%,56.0%,58.8%,62.5%,54.8%,11.6%,22.5,17.4,27.5,27.8
2022 Andorra R16,W vs Baindl,4.2,4.4,4.0,51.8%,70.6%,75.0%,55.6%,56.0%,6.3%,14.0,14.3,10.0,13.3
2022 US Open R128,W vs Juvan,4.7,5.0,4.3,56.7%,63.0%,35.3%,61.5%,61.1%,9.7%,22.5,16.4,1.0,1.3
2022 Washington R32,L vs Halep,4.3,4.6,3.9,47.5%,31.0%,54.5%,33.3%,52.4%,15.2%,-0.5,-0.5,-11.5,-13.7
2022 Roland Garros Q1,L vs Govortsova,3.4,4.1,3.0,52.5%,81.0%,73.3%,100.0%,51.0%,17.1%,10.0,15.2,5.0,8.6
2021 US Open R128,L vs Teichmann,4.9,5.8,4.2,33.9%,46.7%,64.7%,56.3%,50.0%,7.2%,-1.5,-1.4,0.0,0.0
2021 Belgrade R16,L vs Sasnovich,4.5,5.0,4.2,44.6%,47.6%,51.5%,37.5%,52.0%,9.7%,7.0,3.7,4.5,2.6
Last 52 Weeks (4 matches),,4.7,4.5,4.8,43.5%,56.0%,48.9%,60.0%,52.1%,13.0%,5.0,2.9,-2.0,-1.3
Career (21 matches),,4.4,4.5,4.3,44.8%,51.9%,51.9%,58.3%,54.0%,9.8%,6.4,4.8,0.7,0.7
