Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2026 Merida F,W vs Frech,11.5%,20.5%,58.5%,18.2%,29.5%,66.7%,66.7%,60.9%,0.0%,3.3%,10.0%,48.3%,13.3%,46.7%,0.0%,-85
2025 Hong Kong F,L vs Mboko,14.4%,23.2%,49.1%,18.3%,29.3%,55.2%,55.3%,56.8%,87.5%,7.0%,11.6%,40.0%,21.1%,16.7%,0.0%,-76
2025 Wimbledon R32,L vs Sierra,32.6%,34.9%,31.5%,36.2%,37.9%,27.0%,46.2%,37.5%,57.1%,29.2%,33.3%,41.2%,31.3%,25.0%,0.0%,68
2025 Roland Garros R128,L vs Andreeva,12.0%,16.0%,50.0%,12.9%,19.4%,51.9%,29.4%,42.9%,-,11.8%,11.8%,46.7%,0.0%,36.4%,60.0%,2
2024 Wuhan R64,L vs Anisimova,40.7%,46.3%,24.0%,45.5%,54.5%,27.8%,37.5%,35.3%,20.0%,50.0%,50.0%,14.3%,14.3%,14.3%,-,258
2024 Beijing R128,W vs Yao,4.2%,14.6%,61.9%,6.9%,20.7%,63.0%,42.9%,26.7%,100.0%,0.0%,6.7%,60.0%,71.4%,12.5%,0.0%,-119
2024 Indian Wells R128,L vs Dolehide,17.0%,24.5%,31.6%,21.2%,27.3%,26.9%,35.3%,43.8%,37.5%,14.3%,28.6%,41.7%,0.0%,42.9%,100.0%,-4
2023 Palermo R32,W vs Curmi,14.3%,16.5%,37.0%,17.7%,21.0%,39.2%,46.2%,41.7%,50.0%,8.3%,8.3%,31.8%,13.3%,55.6%,50.0%,-33
2023 Roland Garros R128,L vs Swiatek,20.8%,22.9%,25.0%,20.7%,20.7%,26.1%,26.7%,71.4%,66.7%,23.5%,29.4%,23.1%,25.0%,77.8%,50.0%,23
2023 Indian Wells R64,L vs Gauff,11.5%,21.2%,53.7%,12.1%,21.2%,48.3%,69.2%,50.0%,100.0%,14.3%,28.6%,66.7%,25.0%,50.0%,100.0%,2
2023 Australian Open R32,L vs Swiatek,18.9%,24.3%,22.2%,17.4%,26.1%,26.3%,61.5%,40.0%,33.3%,27.3%,27.3%,12.5%,0.0%,12.5%,0.0%,128
2023 Australian Open R64,W vs Andreescu,12.8%,21.3%,51.3%,10.9%,21.8%,49.0%,23.8%,47.1%,0.0%,17.1%,22.9%,55.2%,21.1%,43.8%,80.0%,20
2023 Australian Open R128,W vs Lys,23.5%,27.2%,43.5%,34.0%,38.0%,42.4%,36.4%,39.3%,60.0%,6.5%,9.7%,44.8%,11.8%,50.0%,0.0%,-104
2022 Andorra QF,W vs Van Uytvanck,19.4%,38.8%,51.9%,19.7%,43.9%,58.5%,41.4%,56.8%,50.0%,20.0%,30.0%,37.5%,14.3%,62.5%,80.0%,-28
2022 Andorra R16,W vs Baindl,26.1%,32.6%,56.3%,35.7%,42.9%,61.1%,37.5%,66.7%,100.0%,12.5%,18.8%,50.0%,16.7%,70.0%,-,9
2022 US Open R128,W vs Juvan,18.8%,25.0%,60.8%,17.4%,26.1%,57.9%,30.0%,30.8%,0.0%,23.5%,23.5%,69.2%,0.0%,12.5%,33.3%,-37
2022 Washington R32,L vs Halep,15.5%,22.4%,36.7%,14.0%,23.3%,40.5%,55.0%,65.2%,60.0%,20.0%,20.0%,25.0%,12.5%,57.1%,-,-104
2022 Roland Garros Q1,L vs Govortsova,26.3%,36.8%,78.6%,28.6%,35.7%,80.0%,50.0%,50.0%,-,20.0%,40.0%,75.0%,20.0%,20.0%,-,-104
2021 US Open R128,L vs Teichmann,11.3%,13.2%,42.2%,5.7%,8.6%,39.4%,11.1%,47.1%,50.0%,25.0%,25.0%,50.0%,44.4%,0.0%,0.0%,30
2021 Belgrade R16,L vs Sasnovich,13.6%,15.9%,39.4%,17.2%,18.8%,39.6%,41.4%,45.7%,33.3%,5.3%,10.5%,38.9%,20.0%,44.4%,-,-66
Last 52 Weeks (4 matches),,18.0%,24.5%,47.9%,22.3%,30.2%,50.9%,51.0%,50.4%,68.8%,11.4%,15.8%,43.6%,19.6%,29.3%,23.1%,1
Career (21 matches),,17.7%,24.7%,45.9%,19.9%,28.0%,46.8%,41.4%,48.1%,49.4%,15.4%,20.7%,44.1%,19.3%,39.3%,43.6%,35
