Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,29,14,15,48.3%,32-32,50.0%,293-300,49.4%,3-3,50.0%,28,64.8%,35.3%,1.4%,4.2%,64.2%,64.4%,40.9%,56.0%,43.8%,49.9%,0.99
Clay,4,1,3,25.0%,3-7,30.0%,47-51,48.0%,0-2,0.0%,4,67.4%,32.0%,0.9%,6.6%,56.3%,61.7%,47.1%,55.3%,42.9%,49.0%,0.96
Grass,6,3,3,50.0%,7-6,53.8%,58-56,50.9%,0-0,-,6,73.2%,29.3%,3.1%,3.9%,68.1%,66.3%,48.2%,60.5%,42.5%,50.8%,1.08
Grand Slams,9,5,4,55.6%,11-9,55.0%,93-86,52.0%,0-0,-,9,71.3%,32.6%,2.4%,5.2%,65.8%,66.8%,43.7%,58.9%,43.1%,50.7%,1.05
Premiers,11,6,5,54.5%,13-12,52.0%,113-120,48.5%,2-1,66.7%,11,62.8%,34.2%,1.9%,4.6%,63.1%,65.2%,40.4%,56.1%,43.2%,49.5%,0.98
Internationals,9,5,4,55.6%,11-9,55.0%,101-84,54.6%,1-2,33.3%,9,74.2%,36.6%,1.3%,5.5%,62.0%,67.0%,45.2%,58.7%,45.1%,51.8%,1.09
Finals,2,1,1,50.0%,3-3,50.0%,30-30,50.0%,1-0,100.0%,2,65.5%,33.3%,2.0%,2.5%,60.6%,67.5%,42.5%,57.6%,43.5%,50.4%,1.03
Semi-finals,2,2,0,100.0%,4-0,100.0%,25-13,65.8%,0-0,-,2,84.2%,47.4%,0.9%,2.8%,67.3%,77.8%,45.7%,67.3%,47.6%,56.7%,1.45
Quarter-finals,1,1,0,100.0%,2-0,100.0%,12-7,63.2%,0-0,-,1,66.7%,60.0%,0.0%,2.9%,63.8%,65.9%,44.0%,58.0%,55.4%,56.7%,1.32
vs Righties,37,17,20,45.9%,40-43,48.2%,380-391,49.3%,3-5,37.5%,35,65.6%,33.5%,1.5%,4.5%,63.5%,64.3%,42.6%,56.4%,43.2%,49.7%,0.99
vs Lefties,2,1,1,50.0%,2-2,50.0%,19-19,50.0%,0-0,-,2,66.7%,35.0%,3.8%,5.3%,65.6%,62.8%,37.8%,54.2%,43.2%,48.5%,0.94
vs Top 10,4,1,3,25.0%,2-6,25.0%,26-45,36.6%,0-0,-,4,55.9%,18.9%,0.5%,4.5%,60.4%,61.9%,38.6%,52.7%,36.0%,44.2%,0.76
