Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Merida F,W vs Frech,82.0%,52.1%,5.6%,1/4,2.60,6.2%,85.7%,50.0%,3.6%,2.64,11.1%,92.6%,56.0%,11.1%,2.54,0.0%
2025 Hong Kong F,L vs Mboko,66.9%,55.3%,3.1%,3/1,2.50,11.4%,64.6%,51.0%,1.3%,2.55,18.2%,75.6%,61.8%,6.7%,2.42,0.0%
2025 Wimbledon R32,L vs Sierra,65.3%,57.8%,8.2%,3/5,2.63,3.7%,72.2%,53.8%,9.3%,2.60,5.4%,69.4%,64.0%,8.3%,2.68,0.0%
2025 Roland Garros R128,L vs Andreeva,63.9%,54.3%,5.6%,2/2,2.50,0.0%,54.1%,50.0%,8.1%,2.60,0.0%,83.9%,57.7%,3.2%,2.32,0.0%
2024 Wuhan R64,L vs Anisimova,62.3%,50.0%,8.2%,0/5,2.25,4.0%,56.4%,59.1%,7.7%,2.27,5.6%,80.0%,37.5%,10.0%,2.20,0.0%
2024 Beijing R128,W vs Yao,83.1%,67.2%,1.3%,1/0,2.09,0.0%,77.8%,74.3%,0.0%,2.00,0.0%,100.0%,58.6%,3.4%,2.25,0.0%
2024 Indian Wells R128,L vs Dolehide,60.0%,55.6%,11.1%,1/4,2.65,13.2%,61.5%,50.0%,10.3%,2.46,19.2%,60.0%,100.0%,20.0%,3.05,0.0%
2023 Palermo R32,W vs Curmi,85.1%,63.7%,3.2%,2/1,2.50,0.0%,86.2%,60.7%,3.1%,2.30,0.0%,88.9%,70.8%,3.7%,2.96,0.0%
2023 Roland Garros R128,L vs Swiatek,68.0%,47.1%,14.0%,3/4,2.42,0.0%,71.9%,43.5%,3.1%,2.37,0.0%,73.3%,54.5%,40.0%,2.50,0.0%
2023 Indian Wells R64,L vs Gauff,66.7%,42.1%,0.0%,0/0,2.32,2.5%,63.9%,47.8%,0.0%,2.51,3.6%,78.9%,33.3%,0.0%,1.87,0.0%
2023 Australian Open R32,L vs Swiatek,61.8%,28.6%,5.9%,0/2,2.44,0.0%,50.0%,30.0%,0.0%,2.47,0.0%,78.6%,27.3%,14.3%,2.39,0.0%
2023 Australian Open R64,W vs Andreescu,75.5%,51.2%,7.5%,5/3,2.61,1.3%,81.0%,43.1%,7.9%,2.68,2.0%,74.4%,65.5%,7.7%,2.51,0.0%
2023 Australian Open R128,W vs Lys,74.0%,61.1%,6.8%,2/3,2.49,0.0%,83.3%,60.0%,6.3%,2.54,0.0%,70.0%,64.3%,10.0%,2.44,0.0%
2022 Andorra QF,W vs Van Uytvanck,70.5%,61.3%,10.2%,0/9,2.29,28.6%,65.5%,44.4%,1.8%,2.32,34.0%,83.9%,84.6%,25.8%,2.23,16.7%
2022 Andorra R16,W vs Baindl,67.2%,68.3%,3.3%,0/2,2.42,3.1%,71.7%,66.7%,0.0%,2.48,5.6%,88.9%,75.0%,22.2%,2.34,0.0%
2022 US Open R128,W vs Juvan,70.0%,57.1%,5.0%,2/1,2.29,2.0%,71.1%,48.1%,5.3%,2.38,2.6%,75.0%,73.3%,5.0%,2.03,0.0%
2022 Washington R32,L vs Halep,65.5%,42.1%,5.2%,0/3,2.67,0.0%,57.7%,46.7%,3.8%,2.56,0.0%,88.5%,39.1%,7.7%,2.99,0.0%
2022 Roland Garros Q1,L vs Govortsova,70.0%,57.1%,3.3%,1/1,2.38,10.7%,78.9%,53.3%,0.0%,2.58,15.0%,70.6%,66.7%,11.8%,1.88,0.0%
2021 US Open R128,L vs Teichmann,68.2%,62.2%,4.5%,2/1,2.31,0.0%,51.4%,55.6%,5.7%,2.22,0.0%,87.1%,66.7%,3.2%,2.54,0.0%
2021 Belgrade R16,L vs Sasnovich,82.4%,52.4%,4.8%,2/4,2.44,0.0%,83.1%,48.6%,2.2%,2.47,0.0%,90.6%,62.1%,12.5%,2.36,0.0%
Last 52 Weeks (4 matches),,69.4%,54.9%,5.4%,42.9%,2.55,6.8%,69.9%,51.3%,4.9%,2.59,10.8%,79.1%,60.0%,7.2%,2.49,0.0%
Career (21 matches),,72.3%,55.3%,5.7%,38.5%,2.45,4.7%,72.4%,52.1%,4.0%,2.45,6.5%,81.7%,60.6%,9.7%,2.46,1.1%
