Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,6,Hard,15,9,6,60.0%,2,2,0,100.0%,2020,2026,R32,15,1.07,1.0%,3.8%,65.1%,62.5%,50.0%,58.1%,45.0%,54.4%,45.6%
Roland Garros,6,Clay,10,4,6,40.0%,0,0,0,-,2020,2025,R64,10,0.98,1.0%,3.2%,68.4%,60.2%,45.6%,55.6%,43.5%,53.8%,43.6%
Wimbledon,6,Grass,14,8,6,57.1%,4,2,2,50.0%,2019,2025,R32,14,1.09,3.1%,3.9%,66.5%,61.9%,46.7%,56.8%,47.0%,58.1%,42.9%
US Open,6,Hard,16,10,6,62.5%,2,0,2,0.0%,2019,2025,R16,16,1.06,2.1%,4.9%,66.4%,64.5%,42.2%,57.0%,45.4%,57.1%,43.2%
Olympics,1,,2,1,1,50.0%,1,0,1,0.0%,2024,2024,R32,2,1.01,2.9%,3.6%,76.3%,54.7%,36.4%,50.4%,50.0%,59.1%,52.9%
Miami,4,Hard,4,0,4,0.0%,0,0,0,-,2023,2026,R64,4,0.92,0.6%,3.4%,63.5%,54.1%,40.3%,49.1%,46.8%,45.2%,50.0%
Indian Wells,4,Hard,9,5,4,55.6%,2,2,0,100.0%,2023,2026,R64,9,1.02,0.9%,5.3%,64.6%,55.9%,49.2%,53.6%,47.4%,54.9%,40.2%
Dubai,5,Hard,7,1,6,14.3%,0,0,0,-,2021,2026,R32,6,0.84,4.2%,4.8%,63.0%,57.2%,37.7%,50.0%,41.9%,47.2%,41.7%
Doha,3,Hard,8,5,3,62.5%,3,1,2,33.3%,2021,2026,R32,8,1.04,2.0%,3.3%,68.5%,58.2%,42.3%,53.2%,48.9%,55.7%,51.2%
Abu Dhabi,3,Hard,8,4,4,50.0%,4,2,2,50.0%,2024,2026,QF,8,0.99,1.3%,6.1%,65.5%,63.1%,42.0%,55.8%,43.6%,43.8%,47.9%
Brisbane,2,Hard,5,2,3,40.0%,2,1,1,50.0%,2024,2026,R32,5,0.88,2.9%,2.9%,66.1%,63.9%,41.5%,56.3%,38.4%,41.2%,35.0%
