Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
US Open,2,Hard,4,2,2,50.0%,2,2,0,100.0%,2023,2024,Q3,4,0.94,7.9%,6.1%,54.6%,76.5%,50.4%,64.6%,33.1%,42.9%,26.3%
Dallas,2,Hard,2,0,2,0.0%,0,0,0,-,2024,2025,Q1,2,0.83,8.0%,4.4%,63.7%,69.4%,51.2%,62.8%,31.0%,61.5%,25.0%
