Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,1,0,1,0.0%,0-2,0.0%,10-13,43.5%,0-1,0.0%,1,72.7%,18.2%,3.2%,4.8%,55.6%,74.3%,53.6%,65.1%,35.4%,48.6%,1.01,R32 (Cuernavaca (Morelos) Challenger)
2025,19,6,13,31.6%,17-28,37.8%,205-236,46.5%,4-3,57.1%,19,75.7%,17.7%,7.2%,5.6%,53.3%,70.6%,50.4%,61.1%,35.7%,48.4%,0.92,QF (2x)
2024,47,22,25,46.8%,50-63,44.2%,544-586,48.1%,10-12,45.5%,47,74.7%,22.4%,5.3%,5.4%,55.0%,69.9%,50.7%,61.3%,37.6%,49.6%,0.97,W (Drummondville)
2023,21,8,13,38.1%,17-29,37.0%,204-239,46.0%,3-1,75.0%,20,74.5%,17.9%,8.1%,5.0%,56.2%,71.3%,48.1%,61.1%,35.6%,48.2%,0.91,F (Charlottesville)
2022,7,3,4,42.9%,6-10,37.5%,72-82,46.8%,0-1,0.0%,7,70.7%,24.4%,5.0%,4.3%,60.9%,65.6%,47.5%,58.5%,38.7%,48.2%,0.93,SF (Granby)
Career,95,39,56,41.1%,90-132,40.5%,1035-1156,47.2%,17-18,48.6%,94,74.6%,20.6%,6.2%,5.3%,55.3%,70.0%,50.0%,61.1%,36.8%,49.0%,0.95,
