Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open R128,W vs Aiava,99.1,108.5,4.6,110.8,104.8,116,94,87.9,5.4,92.0,86.0,103,79
2024 Wimbledon SF,L vs Krejcikova,103.7,112.1,4.1,113.2,109.8,119,102,91.3,4.4,92.0,89.0,103,84
2024 Wimbledon QF,W vs Svitolina,101.1,108.7,6.0,112.9,107.6,118,94,92.8,4.5,97.0,93.3,101,83
2024 Wimbledon R16,W vs Kalinskaya,101.9,110.7,3.3,112.3,110.2,115,105,92.2,4.2,94.3,89.3,100,85
2024 Wimbledon R32,W vs Wozniacki,105.3,109.5,5.5,113.5,106.0,118,97,92.6,3.8,98.0,97.0,98,86
2024 Wimbledon R64,W vs Siegemund,101.2,105.8,7.3,106.4,104.0,117,78,92.1,5.4,97.0,87.8,102,78
2024 Wimbledon R128,W vs Ruse,106.1,111.7,4.7,115.4,109.6,118,99,95.7,5.0,95.0,94.0,110,89
2023 US Open R32,L vs Cirstea,97.1,104.3,6.5,108.6,103.4,119,90,87.1,5.0,91.8,84.7,96,70
2023 US Open R128,W vs Kostyuk,98.9,109.0,4.9,109.2,107.7,117,99,88.9,5.1,90.8,87.8,101,80
2023 Wimbledon QF,L vs Jabeur,105.4,112.0,5.6,115.4,110.4,120,90,96.0,4.1,98.4,90.0,104,86
2023 Wimbledon R16,W vs Haddad Maia,102.5,105.6,6.0,108.3,100.0,116,98,95.5,6.8,104.0,,104,85
2023 Wimbledon R32,W vs Boulter,104.9,111.0,5.6,112.2,103.0,120,102,92.4,5.8,99.0,88.0,102,81
2023 Wimbledon R64,W vs Cornet,104.0,111.5,4.8,113.1,109.6,119,98,92.0,3.9,92.3,91.0,97,85
2023 Wimbledon R128,W vs Rogers,105.0,110.5,6.2,112.5,106.7,119,99,93.8,5.0,,91.7,103,82
2022 US Open R128,L vs Burel,95.2,103.1,8.7,108.3,99.4,116,81,86.1,5.9,88.5,86.3,94,75
2022 Wimbledon F,W vs Jabeur,101.2,111.0,9.1,114.1,106.3,122,87,85.6,7.0,90.0,81.5,103,75
2022 Wimbledon SF,W vs Halep,99.3,107.5,9.6,111.8,102.1,121,93,81.2,5.5,92.0,83.0,92,73
2022 Wimbledon QF,W vs Tomljanovic,101.3,109.1,7.8,112.4,103.4,121,94,88.3,5.8,95.0,92.7,99,76
2022 Wimbledon R16,W vs Martic,100.4,110.8,6.5,114.9,106.6,122,95,86.0,6.3,91.0,,102,76
2022 Wimbledon R32,W vs Zheng,97.8,108.4,6.5,111.7,106.9,120,92,85.8,4.3,86.0,85.8,100,79
Career (26 matches),,101.5,109.3,6.4,112.3,106.0,122,78,89.7,5.2,93.2,88.5,110,63
