Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2026 Miami R16,W vs Gibson,45.5%,61.4%,54.2%,50.0%,71.9%,68.8%,69.2%,57.9%,100.0%,33.3%,33.3%,25.0%,0.0%,25.0%,-,-104
2026 Miami R64,W vs Putintseva,32.8%,48.3%,54.1%,41.7%,58.3%,57.1%,46.7%,52.4%,0.0%,20.0%,35.0%,50.0%,20.0%,70.0%,100.0%,6
2026 Indian Wells F,L vs Sabalenka,33.3%,52.1%,50.0%,35.1%,52.6%,43.2%,58.3%,63.6%,66.7%,32.4%,54.1%,60.0%,0.0%,70.0%,75.0%,-42
2026 Indian Wells SF,W vs Svitolina,25.3%,41.3%,50.9%,32.6%,56.5%,67.7%,45.8%,36.4%,25.0%,14.3%,17.9%,29.2%,9.1%,41.2%,66.7%,-62
2026 Indian Wells R16,W vs Kostyuk,29.7%,42.2%,44.2%,26.3%,44.7%,57.1%,27.8%,35.0%,33.3%,37.5%,41.7%,20.0%,0.0%,13.3%,-,-11
2026 Dubai R32,W vs Birrell,41.3%,58.7%,61.5%,59.1%,77.3%,77.8%,44.4%,30.8%,-,26.1%,43.5%,52.9%,9.1%,83.3%,100.0%,-54
2026 Doha R32,W vs Wang,33.3%,44.4%,55.9%,41.2%,55.9%,65.0%,46.7%,63.2%,50.0%,22.2%,27.8%,42.9%,0.0%,55.6%,100.0%,17
2026 Australian Open F,W vs Sabalenka,30.6%,43.9%,49.2%,38.9%,57.4%,60.6%,48.1%,74.1%,66.7%,22.0%,29.3%,37.5%,11.8%,79.2%,100.0%,-22
2026 Australian Open SF,W vs Pegula,32.9%,47.9%,42.9%,45.0%,57.5%,50.0%,46.7%,28.0%,0.0%,18.2%,36.4%,37.0%,7.7%,35.0%,0.0%,-104
2026 Australian Open QF,W vs Swiatek,42.4%,55.9%,48.4%,62.1%,75.9%,45.5%,50.0%,52.9%,50.0%,25.9%,40.7%,50.0%,14.3%,69.2%,-,17
2026 Australian Open R16,W vs Mertens,46.9%,55.1%,48.0%,50.0%,59.4%,43.8%,60.0%,58.8%,0.0%,43.8%,50.0%,55.6%,0.0%,90.0%,-,-33
2026 Australian Open R32,W vs Valentova,31.1%,42.6%,46.3%,31.6%,44.7%,46.2%,45.0%,44.4%,33.3%,31.8%,40.9%,46.7%,0.0%,78.6%,100.0%,-51
2026 Australian Open R64,W vs Gracheva,36.2%,51.7%,51.4%,55.9%,70.6%,46.7%,58.8%,64.7%,66.7%,8.3%,25.0%,54.5%,9.1%,69.2%,50.0%,-104
2026 Australian Open R128,W vs Juvan,35.7%,58.9%,61.1%,40.0%,65.7%,71.4%,62.5%,57.9%,-,28.6%,47.6%,46.7%,25.0%,69.2%,100.0%,-104
2026 Brisbane R16,W vs Badosa,28.3%,43.5%,57.6%,52.4%,81.0%,60.0%,66.7%,55.6%,50.0%,8.0%,12.0%,56.5%,40.0%,53.3%,100.0%,-104
2025 Riyadh Finals F,W vs Sabalenka,38.4%,56.2%,58.1%,48.9%,66.7%,43.5%,63.2%,57.7%,100.0%,23.1%,42.3%,75.0%,8.3%,50.0%,50.0%,-18
2025 Riyadh Finals SF,W vs Pegula,38.2%,47.2%,42.0%,50.0%,60.7%,46.4%,46.7%,42.3%,0.0%,21.4%,28.6%,36.4%,10.0%,66.7%,100.0%,79
2025 Riyadh Finals RR,W vs Alexandrova,38.1%,49.2%,54.1%,57.9%,71.1%,50.0%,36.8%,42.1%,33.3%,8.7%,17.4%,57.1%,10.0%,92.3%,100.0%,-27
2025 Riyadh Finals RR,W vs Swiatek,36.1%,49.2%,58.3%,36.8%,55.3%,62.5%,55.6%,45.0%,100.0%,40.0%,45.0%,50.0%,0.0%,60.0%,-,53
2025 Riyadh Finals RR,W vs Anisimova,57.8%,64.4%,44.4%,71.0%,80.6%,55.6%,50.0%,53.3%,0.0%,30.8%,30.8%,33.3%,0.0%,45.5%,-,-18
Last 52 Weeks (45 matches),,34.7%,47.3%,48.4%,45.0%,59.9%,52.5%,50.5%,51.9%,45.2%,22.6%,33.0%,44.3%,14.1%,61.0%,78.9%,-27
Career (186 matches),,30.4%,42.4%,48.5%,40.0%,54.8%,52.6%,45.0%,48.3%,48.9%,18.9%,28.1%,44.0%,13.6%,58.8%,68.4%,9
