Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,8,Hard,28,21,7,75.0%,6,4,2,66.7%,2019,2026,W,28,1.22,8.8%,3.3%,57.7%,74.0%,51.3%,64.4%,43.6%,60.7%,47.6%
Roland Garros,7,Clay,26,19,7,73.1%,4,2,2,50.0%,2023,2025,QF,25,1.19,7.7%,3.8%,60.0%,70.2%,49.9%,62.1%,45.3%,56.4%,50.5%
Wimbledon,6,Grass,28,23,5,82.1%,6,5,1,83.3%,2019,2025,W,28,1.26,9.6%,4.2%,57.4%,75.5%,49.9%,64.6%,44.5%,67.1%,52.6%
US Open,8,Hard,20,12,8,60.0%,5,4,1,80.0%,2024,2025,R16,19,1.15,7.9%,4.9%,56.8%,72.0%,49.0%,62.1%,43.6%,55.7%,44.2%
Olympics,1,,6,4,2,66.7%,3,1,2,33.3%,2021,2021,BR,0,,,,,,,,,,
Miami,6,Hard,22,16,6,72.7%,5,2,3,40.0%,2021,2026,F,22,1.10,10.7%,3.9%,59.4%,72.7%,46.0%,61.8%,42.0%,59.4%,38.1%
Indian Wells,5,Hard,20,16,4,80.0%,9,7,2,77.8%,2021,2026,W,20,1.14,7.5%,3.6%,57.3%,70.6%,52.7%,62.9%,42.4%,68.5%,46.4%
Dubai,6,Hard,19,13,6,68.4%,10,7,3,70.0%,2023,2026,F,17,1.12,8.8%,3.4%,59.7%,71.3%,50.8%,63.0%,41.3%,70.3%,45.7%
Doha,6,Hard,16,10,6,62.5%,6,2,4,33.3%,2020,2026,F,15,1.12,7.7%,3.2%,61.5%,71.8%,44.1%,61.1%,43.4%,61.4%,45.7%
Brisbane,2,Hard,8,7,1,87.5%,0,0,0,-,2024,2026,W,8,1.45,12.7%,3.6%,62.8%,76.7%,52.9%,67.9%,46.5%,79.4%,52.7%
Riyadh Finals,2,Hard,8,6,2,75.0%,3,1,2,33.3%,2024,2025,W,8,1.24,12.3%,3.3%,59.9%,74.9%,55.5%,67.1%,41.0%,68.8%,52.9%
