Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Miami R16,W vs Gibson,80.0%,57.5%,0.0%,0/0,2.05,26.1%,83.9%,57.7%,0.0%,1.82,40.0%,77.8%,57.1%,0.0%,2.51,0.0%
2026 Miami R64,W vs Putintseva,78.0%,58.7%,5.1%,2/1,2.60,22.9%,76.0%,60.5%,6.0%,2.42,42.1%,88.9%,50.0%,0.0%,2.83,0.0%
2026 Indian Wells F,L vs Sabalenka,58.3%,60.3%,5.6%,3/3,2.44,21.0%,56.5%,60.0%,6.5%,2.45,32.4%,65.1%,60.7%,4.7%,2.44,4.0%
2026 Indian Wells SF,W vs Svitolina,60.0%,58.8%,4.7%,0/4,2.07,18.2%,62.7%,59.4%,2.0%,2.09,32.3%,70.4%,57.9%,11.1%,2.05,0.0%
2026 Indian Wells R16,W vs Kostyuk,66.1%,58.5%,11.3%,2/5,2.18,34.9%,66.7%,58.3%,2.8%,2.16,50.0%,85.0%,58.8%,30.0%,2.22,6.7%
2026 Dubai R32,W vs Birrell,69.8%,60.0%,0.0%,0/0,2.83,7.7%,76.9%,55.0%,0.0%,2.91,11.1%,76.9%,70.0%,0.0%,2.78,5.9%
2026 Doha R32,W vs Wang,75.7%,60.7%,5.4%,1/3,2.71,14.7%,69.6%,50.0%,2.2%,2.67,25.0%,88.9%,75.0%,11.1%,2.78,0.0%
2026 Australian Open F,W vs Sabalenka,64.0%,50.9%,8.1%,0/7,2.84,23.1%,54.7%,44.8%,0.0%,2.72,42.4%,83.9%,57.7%,22.6%,2.97,3.1%
2026 Australian Open SF,W vs Pegula,72.4%,65.5%,2.6%,1/1,2.54,32.7%,63.3%,61.3%,0.0%,2.79,59.1%,88.9%,70.8%,7.4%,2.34,11.1%
2026 Australian Open QF,W vs Swiatek,72.7%,65.0%,10.9%,3/3,2.61,10.3%,70.0%,57.1%,6.7%,2.75,22.2%,79.2%,73.7%,16.7%,2.55,5.0%
2026 Australian Open R16,W vs Mertens,71.7%,55.8%,0.0%,0/0,2.59,12.0%,75.0%,42.9%,0.0%,2.56,12.5%,84.6%,68.2%,0.0%,2.64,11.1%
2026 Australian Open R32,W vs Valentova,62.1%,61.1%,3.4%,1/1,2.32,26.8%,65.5%,52.6%,6.9%,2.15,42.3%,81.0%,70.6%,0.0%,2.61,0.0%
2026 Australian Open R64,W vs Gracheva,73.2%,61.0%,3.6%,0/2,2.69,27.0%,68.6%,62.5%,2.9%,2.59,46.7%,89.5%,58.8%,5.3%,2.76,13.6%
2026 Australian Open R128,W vs Juvan,73.2%,48.8%,3.6%,1/1,2.45,25.7%,71.4%,36.0%,0.0%,2.16,45.0%,84.2%,68.8%,10.5%,2.84,0.0%
2026 Brisbane R16,W vs Badosa,62.7%,61.7%,0.0%,0/0,2.59,27.3%,69.2%,59.3%,0.0%,1.94,70.0%,74.1%,65.0%,0.0%,2.87,8.7%
2025 Riyadh Finals F,W vs Sabalenka,58.9%,67.4%,2.7%,1/1,2.81,30.2%,52.2%,66.7%,4.3%,2.52,47.8%,70.4%,68.4%,0.0%,3.14,10.0%
2025 Riyadh Finals SF,W vs Pegula,72.3%,60.3%,5.0%,3/2,2.68,20.0%,69.6%,58.3%,1.4%,2.64,35.7%,80.6%,64.0%,12.9%,2.73,0.0%
2025 Riyadh Finals RR,W vs Alexandrova,55.8%,58.6%,9.6%,2/3,2.87,5.4%,48.5%,50.0%,9.1%,2.58,12.5%,81.3%,69.2%,12.5%,3.09,0.0%
2025 Riyadh Finals RR,W vs Swiatek,69.0%,61.2%,1.4%,1/0,2.83,30.6%,67.3%,51.5%,2.0%,2.68,41.7%,80.0%,81.3%,0.0%,3.13,8.3%
2025 Riyadh Finals RR,W vs Anisimova,61.7%,69.0%,4.3%,0/2,3.21,11.1%,64.7%,68.2%,0.0%,2.91,22.2%,70.0%,71.4%,20.0%,3.51,0.0%
Last 52 Weeks (45 matches),,69.8%,56.8%,5.1%,34.8%,2.51,16.0%,69.6%,52.9%,2.8%,2.40,28.8%,81.1%,63.1%,10.2%,2.61,3.3%
Career (186 matches),,70.3%,53.8%,5.4%,42.2%,2.44,13.9%,70.0%,50.5%,3.2%,2.35,24.0%,82.5%,59.2%,10.6%,2.55,2.7%
