Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
04-Mar-2026,Indian Wells,Hard,F,3,1,(1) Aryna Sabalenka [BLR] d. (3) Rybakina,3-6 6-3 7-6(6),1.10,12.5%,2.1%,58.3%,62.5%,70.0%,5/8,2:31
19-Jan-2026,Australian Open,Hard,F,5,1,(5) Rybakina d. (1) Aryna Sabalenka [BLR],6-4 4-6 6-4,0.95,6.1%,3.1%,55.1%,75.9%,47.7%,6/8,2:18
01-Nov-2025,Riyadh Finals,Hard,F,6,1,(6) Rybakina d. (1) Aryna Sabalenka [BLR],6-3 7-6(0),1.45,17.8%,2.7%,64.4%,72.3%,73.1%,5/5,1:48
13-Oct-2025,Ningbo,Hard,F,9,10,(3) Rybakina d. (4) Ekaterina Alexandrova [RUS],3-6 6-0 6-2,1.53,16.7%,4.5%,60.6%,87.5%,42.3%,2/3,1:58
18-May-2025,Strasbourg,Clay,F,12,19,(4) Rybakina d. (8) Liudmila Samsonova [RUS],6-1 6-7(2) 6-1,1.20,15.1%,1.9%,59.4%,71.4%,46.5%,6/8,2:13
15-Apr-2024,Stuttgart,Clay,F,4,27,(4) Rybakina d. Marta Kostyuk [UKR],6-2 6-2,1.61,0.0%,3.4%,63.8%,81.1%,47.6%,3/3,1:09
18-Mar-2024,Miami,Hard,F,4,53,Danielle Collins [USA] d. (4) Rybakina,7-5 6-3,1.02,8.1%,0.0%,53.2%,69.7%,55.2%,4/7,2:02
12-Feb-2024,Doha,Hard,F,4,1,(1) Iga Swiatek [POL] d. (3) Rybakina,7-6(8) 6-2,0.91,3.8%,2.6%,53.8%,61.9%,36.1%,5/10,2:19
05-Feb-2024,Abu Dhabi,Hard,F,5,14,(1) Rybakina d. (7) Daria Kasatkina [RUS],6-1 6-4,1.51,6.1%,4.1%,75.5%,70.3%,25.0%,2/5,1:08
01-Jan-2024,Brisbane,Hard,F,4,2,(2) Rybakina d. (1) Aryna Sabalenka [BLR],6-0 6-3,1.73,15.6%,0.0%,66.7%,73.3%,60.0%,0/1,1:13
