Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,62,49,13,79.0%,105-36,74.5%,794-552,59.0%,8-6,57.1%,60,84.3%,32.5%,10.6%,3.8%,57.6%,74.9%,52.8%,65.5%,42.4%,53.8%,1.23
Clay,12,9,3,75.0%,19-9,67.9%,149-107,58.2%,2-1,66.7%,12,81.3%,34.4%,8.8%,2.8%,59.0%,72.3%,52.3%,64.1%,42.7%,53.1%,1.19
Grass,8,5,3,62.5%,11-6,64.7%,99-75,56.9%,2-4,33.3%,8,83.3%,32.1%,9.8%,4.2%,57.1%,74.0%,48.8%,63.2%,43.3%,53.1%,1.17
Grand Slams,18,15,3,83.3%,32-8,80.0%,228-139,62.1%,2-1,66.7%,18,82.8%,40.4%,8.7%,3.2%,55.8%,74.5%,53.5%,65.2%,45.1%,55.2%,1.30
Premiers,18,13,5,72.2%,29-10,74.4%,229-161,58.7%,4-6,40.0%,17,86.5%,31.4%,12.1%,4.8%,57.5%,76.9%,51.9%,66.3%,42.4%,53.8%,1.26
Internationals,4,4,0,100.0%,8-2,80.0%,57-35,62.0%,1-1,50.0%,4,89.1%,34.1%,12.1%,2.0%,60.0%,75.4%,53.3%,66.6%,42.7%,54.6%,1.28
Finals,5,4,1,80.0%,9-5,64.3%,77-56,57.9%,1-2,33.3%,5,87.9%,28.1%,13.2%,2.7%,59.2%,73.1%,55.3%,65.8%,40.9%,53.4%,1.20
Semi-finals,10,5,5,50.0%,12-10,54.5%,119-110,52.0%,3-3,50.0%,9,76.8%,27.0%,10.5%,3.0%,58.3%,71.8%,46.0%,61.1%,40.5%,50.5%,1.04
Quarter-finals,14,9,5,64.3%,20-11,64.5%,169-130,56.5%,2-3,40.0%,14,83.4%,29.5%,12.0%,3.2%,58.4%,73.0%,52.8%,64.6%,40.9%,52.9%,1.16
vs Righties,78,61,17,78.2%,129-46,73.7%,984-674,59.3%,10-9,52.6%,74,84.1%,33.4%,10.4%,3.7%,57.7%,74.4%,52.7%,65.3%,42.9%,53.9%,1.23
vs Lefties,4,2,2,50.0%,6-5,54.5%,58-58,50.0%,2-2,50.0%,4,82.1%,17.9%,9.8%,4.6%,58.0%,77.1%,47.1%,64.5%,35.5%,50.1%,1.00
vs Top 10,22,16,6,72.7%,35-18,66.0%,287-219,56.7%,3-4,42.9%,21,82.3%,30.1%,11.6%,2.9%,58.6%,73.4%,50.5%,64.0%,41.1%,52.5%,1.14
