Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
17-Mar-2026,Miami,Hard,SF,2,1,(1) Aryna Sabalenka [BLR] d. (3) Rybakina,6-4 6-3,0.62,3.2%,1.6%,63.5%,57.5%,43.5%,4/8,1:19
17-Mar-2026,Miami,Hard,QF,2,5,(3) Rybakina d. (5) Jessica Pegula [USA],2-6 6-3 6-4,0.89,13.4%,3.6%,61.6%,66.7%,51.2%,8/10,2:15
17-Mar-2026,Miami,Hard,R16,2,68,(3) Rybakina d. (Q) Talia Gibson [AUS],6-2 6-2,1.92,18.2%,0.0%,72.7%,84.4%,50.0%,1/1,1:04
17-Mar-2026,Miami,Hard,R32,2,28,(3) Rybakina d. (27) Marta Kostyuk [UKR],6-3 6-4,1.40,1.7%,3.4%,55.9%,84.8%,57.7%,3/3,1:21
17-Mar-2026,Miami,Hard,R64,2,75,(3) Rybakina d. Yulia Putintseva [KAZ],6-3 6-3,1.40,15.5%,3.4%,62.1%,75.0%,54.5%,2/3,1:17
04-Mar-2026,Indian Wells,Hard,F,3,1,(1) Aryna Sabalenka [BLR] d. (3) Rybakina,3-6 6-3 7-6(6),1.10,12.5%,2.1%,58.3%,62.5%,70.0%,5/8,2:31
04-Mar-2026,Indian Wells,Hard,SF,3,9,(3) Rybakina d. (9) Elina Svitolina [UKR],7-5 6-4,1.20,8.0%,1.3%,61.3%,78.3%,37.9%,7/9,1:46
04-Mar-2026,Indian Wells,Hard,QF,3,5,(3) Rybakina d. (5) Jessica Pegula [USA],6-1 7-6(4),1.06,9.0%,2.6%,65.4%,74.5%,48.1%,4/5,1:28
04-Mar-2026,Indian Wells,Hard,R16,3,54,(3) Rybakina d. Sonay Kartal [GBR],6-4 4-3 RET,1.39,11.3%,1.9%,60.4%,71.9%,66.7%,1/2,1:17
04-Mar-2026,Indian Wells,Hard,R32,3,28,(3) Rybakina d. (28) Marta Kostyuk [UKR],6-4 6-4,1.19,1.6%,3.1%,57.8%,67.6%,48.1%,3/6,1:27
04-Mar-2026,Indian Wells,Hard,R64,3,43,(3) Rybakina d. Hailey Baptiste [USA],7-6(5) 2-6 6-2,1.03,5.9%,4.9%,64.7%,65.2%,55.6%,7/10,2:16
15-Feb-2026,Dubai,Hard,R16,3,67,(LL) Antonia Ruzic [CRO] d. (1) Rybakina,5-7 6-4 1-0 RET,0.90,13.9%,6.9%,51.4%,75.7%,42.9%,9/13,1:34
15-Feb-2026,Dubai,Hard,R32,3,94,(1) Rybakina d. (Q) Kimberly Birrell [AUS],6-1 6-2,2.14,13.0%,2.2%,47.8%,90.9%,62.5%,3/3,1:00
08-Feb-2026,Doha,Hard,QF,3,13,(10) Victoria Mboko [CAN] d. (2) Rybakina,7-5 4-6 6-4,0.96,10.4%,0.9%,62.3%,65.2%,42.5%,6/12,2:23
08-Feb-2026,Doha,Hard,R16,3,26,(2) Rybakina d. Qinwen Zheng [CHN],4-6 6-2 7-5,1.05,5.8%,1.0%,66.3%,72.5%,45.7%,3/5,2:27
08-Feb-2026,Doha,Hard,R32,3,33,(2) Rybakina d. Xin Yu Wang [CHN],6-2 6-4,1.50,3.7%,1.9%,63.0%,79.4%,50.0%,2/3,1:20
19-Jan-2026,Australian Open,Hard,F,5,1,(5) Rybakina d. (1) Aryna Sabalenka [BLR],6-4 4-6 6-4,0.95,6.1%,3.1%,55.1%,75.9%,47.7%,6/8,2:18
19-Jan-2026,Australian Open,Hard,SF,5,6,(5) Rybakina d. (6) Jessica Pegula [USA],6-3 7-6(7),1.23,8.2%,0.0%,54.8%,72.5%,48.5%,1/4,1:40
19-Jan-2026,Australian Open,Hard,QF,5,2,(5) Rybakina d. (2) Iga Swiatek [POL],7-5 6-1,1.52,18.6%,5.1%,49.2%,79.3%,56.7%,3/4,1:35
19-Jan-2026,Australian Open,Hard,R16,5,21,(5) Rybakina d. (21) Elise Mertens [BEL],6-1 6-3,1.75,20.4%,2.0%,65.3%,71.9%,70.6%,1/1,1:17
19-Jan-2026,Australian Open,Hard,R32,5,54,(5) Rybakina d. Tereza Valentova [CZE],6-2 6-3,1.37,6.6%,1.6%,62.3%,63.2%,60.9%,7/9,1:22
19-Jan-2026,Australian Open,Hard,R64,5,77,(5) Rybakina d. Varvara Gracheva [FRA],7-5 6-2,1.55,8.6%,0.0%,58.6%,76.5%,58.3%,5/7,1:15
19-Jan-2026,Australian Open,Hard,R128,5,100,(5) Rybakina d. Kaja Juvan [SLO],6-4 6-3,1.57,8.9%,0.0%,62.5%,82.9%,61.9%,1/1,1:12
