Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2022 Davis Cup Qualifiers RR,L vs Haase,0.0%,-,11.1%,60.0%,6.3%,5.9%,0.0%,9.1%,12.5%,1.5%,0.0%,-57,-60
2022 Davis Cup Qualifiers RR,L vs Griekspoor,0.0%,-,7.6%,70.0%,10.0%,13.2%,10.0%,4.0%,12.5%,1.5%,66.7%,-91,-79
2016 Canada R64,W vs Edmund,3.9%,100.0%,15.4%,84.0%,17.7%,20.8%,0.0%,11.5%,38.5%,2.7%,20.0%,43,42
2014 Prague CH R32,W vs Olivo,0.0%,-,3.1%,75.0%,14.3%,13.3%,50.0%,6.7%,23.5%,1.4%,50.0%,-31,-33
Career (4 matches),,1.2%,100.0%,9.6%,75.5%,12.5%,13.7%,16.7%,7.6%,23.9%,1.7%,35.7%,-34,-30
