Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),1322,6,,,,,,,,,,,,
2025,942,20,,,,,,,,,,,,
2024,610,55,,,,,,,,,1016,32,,
2023,314,170,347,1374,340,1333,300,1372,248,1321,,,,
2022,272,190,300,1443,284,1398,267,1426,,,,,,
2021,275,211,302,1409,292,1383,271,1400,237,1347,,,,
2020,179,358,208,1506,209,1450,181,1480,,,349,144,,
2019,136,411,198,1553,182,1516,184,1500,193,1435,462,89,,
2018,416,27,368,1286,360,1253,328,1297,,,579,18,,
2017,306,161,306,1400,301,1354,271,1382,235,1356,445,124,,
2016,166,350,255,1460,250,1411,230,1434,212,1385,747,61,,
2015,384,113,,,,,,,,,705,69,,
2014,384,109,365,1276,342,1265,341,1261,231,1318,544,98,,
2013,233,202,317,1379,310,1327,296,1358,216,1386,515,105,,
2012,234,203,344,1330,325,1315,329,1296,,,572,89,,
2011,363,113,,,,,,,,,336,173,,
2010,466,70,,,,,,,,,932,26,,
2009,571,46,,,,,,,,,893,28,,
2008,1190,5,,,,,,,,,1274,12,,
