Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,2,1,1,50.0%,2-0,100.0%,12-7,63.2%,0-0,-,2,81.8%,41.7%,0.0%,4.8%,49.2%,61.3%,65.6%,63.5%,43.2%,52.6%,1.18,R16 (Tenerife 2)
2024,10,2,8,20.0%,7-16,30.4%,88-126,41.1%,2-1,66.7%,10,61.3%,19.8%,1.5%,3.2%,68.0%,57.7%,48.5%,54.8%,36.7%,46.1%,0.81,R16 (2x)
2023,40,16,24,40.0%,42-51,45.2%,411-442,48.2%,3-2,60.0%,40,71.6%,24.9%,2.5%,3.3%,64.2%,65.6%,48.3%,59.4%,38.8%,49.2%,0.96,SF (Iasi)
2022,29,15,14,51.7%,32-32,50.0%,288-298,49.1%,4-5,44.4%,29,70.9%,28.1%,2.9%,2.9%,61.1%,64.5%,50.8%,59.1%,40.2%,49.5%,0.98,F (Maspalomas)
2021,27,10,17,37.0%,26-34,43.3%,270-300,47.4%,5-5,50.0%,27,65.4%,30.6%,2.2%,4.3%,59.7%,61.8%,49.3%,56.7%,41.4%,49.1%,0.96,F (Las Palmas 1)
2020,14,4,10,28.6%,10-20,33.3%,114-147,43.7%,0-0,-,14,61.2%,26.5%,2.4%,4.3%,60.0%,62.5%,44.1%,55.1%,39.4%,47.5%,0.88,QF (Alicante)
2019,58,36,22,62.1%,77-53,59.2%,646-546,54.2%,4-8,33.3%,58,77.3%,31.7%,2.3%,3.2%,64.0%,66.5%,53.3%,61.8%,41.7%,51.7%,1.09,W (Burnie)
2018,13,2,11,15.4%,7-22,24.1%,119-162,42.3%,1-3,25.0%,13,65.2%,21.7%,3.1%,5.2%,60.8%,65.9%,43.3%,57.1%,36.9%,47.0%,0.86,R16 (2x)
2017,31,12,19,38.7%,30-43,41.1%,313-360,46.5%,4-3,57.1%,31,66.6%,26.3%,2.2%,3.4%,63.3%,63.7%,47.6%,57.8%,38.8%,48.3%,0.92,QF (2x)
2016,32,17,15,53.1%,39-33,54.2%,353-346,50.5%,8-4,66.7%,32,71.6%,28.7%,1.9%,3.3%,62.3%,64.7%,50.2%,59.2%,40.1%,49.9%,0.98,F (Moscow)
2015,1,0,1,0.0%,0-2,0.0%,10-13,43.5%,0-1,0.0%,1,72.7%,18.2%,0.0%,1.3%,73.3%,63.6%,50.0%,60.0%,32.9%,46.6%,0.82,R32 (Sibiu)
2014,20,4,16,20.0%,12-32,27.3%,158-232,40.5%,1-2,33.3%,20,54.3%,26.1%,0.9%,4.1%,65.8%,57.5%,41.3%,52.0%,38.9%,45.7%,0.81,QF (Prague)
2013,34,17,17,50.0%,40-39,50.6%,374-386,49.2%,9-7,56.3%,34,66.2%,31.6%,1.6%,5.4%,60.5%,64.9%,45.3%,57.1%,42.4%,49.8%,0.99,F (Noumea)
2012,22,9,13,40.9%,20-29,40.8%,212-238,47.1%,5-2,71.4%,22,65.5%,27.7%,3.1%,5.2%,56.3%,69.2%,44.4%,58.3%,41.9%,49.7%,1.01,QF (3x)
2011,4,1,3,25.0%,2-6,25.0%,29-46,38.7%,1-1,50.0%,4,52.8%,24.3%,2.0%,7.1%,53.6%,57.0%,49.6%,53.6%,37.6%,45.8%,0.81,R16 (Granby)
2010,2,0,2,0.0%,1-4,20.0%,21-31,40.4%,1-0,100.0%,2,64.0%,15.4%,1.2%,4.7%,58.5%,59.0%,53.5%,56.7%,35.3%,46.2%,0.82,R32 (2x)
2009,4,2,2,50.0%,3-4,42.9%,35-40,46.7%,2-1,66.7%,0,,,,,,,,,,,,QF (Pozoblanco)
Career,343,148,195,43.1%,350-420,45.5%,3453-3720,48.1%,50-45,52.6%,339,68.5%,28.0%,2.2%,3.9%,62.1%,64.2%,48.3%,58.2%,40.2%,49.2%,0.96,
