Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,4,Hard,6,2,4,33.3%,1,0,1,0.0%,2013,2020,Q2,5,0.99,1.2%,5.6%,65.2%,63.1%,47.6%,57.7%,41.9%,54.3%,43.1%
Roland Garros,5,Clay,10,5,5,50.0%,1,1,0,100.0%,2013,2021,R128,8,0.96,2.1%,2.5%,70.5%,61.5%,46.1%,57.0%,41.4%,45.5%,40.6%
Wimbledon,6,Grass,9,3,6,33.3%,2,1,1,50.0%,2013,2021,Q2,3,0.92,4.9%,4.3%,53.5%,70.7%,48.8%,60.5%,36.4%,52.9%,69.2%
US Open,4,Hard,8,4,4,50.0%,0,0,0,-,2013,2021,Q3,5,0.88,2.2%,5.4%,59.5%,65.0%,42.0%,55.7%,39.1%,58.7%,50.0%
Davis Cup,3,,4,0,4,0.0%,0,0,0,-,2010,2022,,3,0.66,2.1%,1.6%,62.8%,55.9%,44.3%,51.6%,31.8%,61.3%,60.0%
Canada Masters,8,Hard,10,2,8,20.0%,5,0,5,0.0%,2010,2022,R32,10,0.82,2.5%,5.5%,61.2%,66.6%,46.2%,58.7%,34.0%,52.4%,37.5%
Lyon,3,Clay,6,3,3,50.0%,1,0,1,0.0%,2018,2022,R16,6,1.01,1.6%,2.8%,63.6%,61.9%,56.1%,59.8%,40.5%,67.8%,27.6%
Houston,2,Clay,4,1,3,25.0%,0,0,0,-,2017,2022,R32,4,0.85,1.5%,3.0%,68.3%,59.5%,46.5%,55.4%,37.8%,53.3%,52.6%
Indian Wells Masters,2,Hard,2,0,2,0.0%,0,0,0,-,2014,2021,Q1,2,0.53,0.0%,10.1%,59.4%,41.5%,25.0%,34.8%,34.5%,40.0%,66.7%
Hamburg,2,Clay,5,3,2,60.0%,0,0,0,-,2016,2021,R32,5,1.01,0.9%,3.2%,69.2%,64.3%,46.2%,58.7%,41.9%,59.0%,44.7%
Marseille,3,Hard,4,1,3,25.0%,2,0,2,0.0%,2017,2021,Q2,4,0.87,1.9%,5.6%,56.9%,70.7%,49.5%,61.6%,33.3%,46.7%,60.0%
