Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
08-Jul-2024,M25 Roda de Bara,Hard,F,440,345,(5) Diez d. (2) Alberto Barroso Campos [ESP],6-2 2-6 6-3,,,,,,,,
28-Nov-2022,Maspalomas CH,Clay,F,348,103,(1) Dusan Lajovic [SRB] d. Diez,6-1 6-4,0.52,0.0%,1.9%,57.4%,58.1%,52.2%,3/6,1:26
17-Oct-2022,M25 Girona,Clay,F,372,304,(2) Oriol Roca Batalla [ESP] d. (7) Diez,6-3 6-3,,,,,,,,
22-Feb-2021,Las Palmas 1 CH,Clay,F,190,216,Enzo Couacaud [FRA] d. Diez,7-6(5) 7-6(3),0.87,1.0%,2.9%,55.3%,57.9%,58.7%,6/8,2:31
14-Oct-2019,Ningbo CH,Hard,F,156,108,(4) Yasutaka Uchiyama [JPN] d. (11) Diez,6-1 6-3,0.63,0.0%,7.1%,59.5%,52.0%,52.9%,5/9,1:11
21-Jan-2019,Burnie CH,Hard,F,417,302,(ITF) Diez d. Maverick Banes [AUS],7-5 6-1,1.72,1.9%,3.7%,68.5%,75.7%,52.9%,6/8,1:20
17-Dec-2018,Tunisia F45,Hard,F,349,1140,(3) Diez d. (Q) Clement Tabur [FRA],6-3 7-6(3),,,,,,,,
03-Dec-2018,Tunisia F43,Hard,F,385,493,(2) Diez d. (6) Gabriel Petit [FRA],6-2 6-3,,,,,,,,
05-Nov-2018,Tunisia F39,Hard,F,412,348,(2) Ivan Gakhov [RUS] d. Diez,3-6 6-2 6-1,,,,,,,,
23-Apr-2018,Spain F10,Clay,F,327,320,Diez d. Pedro Cachin [ARG],6-3 3-6 7-5,,,,,,,,
