Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
11,Oriol Roca Batalla [ESP],5,6,45.5%,2,0,2,0.0%,2011,2023,7,1.11,1.7%,1.7%,64.5%,63.7%,51.4%,59.4%,45.3%,57.1%,50.9%
10,Gerard Granollers [ESP],4,6,40.0%,3,0,3,0.0%,2008,2019,3,0.96,3.6%,4.5%,59.2%,65.2%,47.3%,57.8%,40.5%,55.0%,47.8%
8,Jose Checa Calvo [ESP],3,5,37.5%,4,3,1,75.0%,2008,2013,0,,,,,,,,,,
7,Jordi Samper Montana [ESP],5,2,71.4%,1,1,0,100.0%,2008,2017,2,1.06,0.0%,1.0%,66.7%,61.8%,61.8%,61.8%,40.4%,63.6%,62.5%
6,Sergio Gutierrez Ferrol [ESP],1,5,16.7%,1,0,1,0.0%,2008,2017,0,,,,,,,,,,
6,Taro Daniel [JPN],2,4,33.3%,0,0,0,-,2011,2016,2,0.66,4.7%,1.9%,57.9%,48.4%,31.1%,41.1%,39.1%,38.9%,33.3%
6,Marcos Giraldi Requena [ESP],6,0,100.0%,0,0,0,-,2012,2016,0,,,,,,,,,,
6,Marc Giner [ESP],5,1,83.3%,0,0,0,-,2009,2015,0,,,,,,,,,,
6,Andoni Vivanco Guzman [ESP],1,5,16.7%,3,0,3,0.0%,2009,2012,0,,,,,,,,,,
5,Pedro Sousa [POR],1,4,20.0%,0,0,0,-,2012,2023,2,0.88,1.7%,1.7%,63.5%,53.0%,43.9%,49.7%,44.0%,51.9%,39.1%
5,Kimmer Coppejans [BEL],2,3,40.0%,0,0,0,-,2018,2022,5,1.02,1.2%,4.0%,61.8%,64.9%,45.6%,57.5%,43.6%,56.4%,46.2%
5,Alexey Vatutin [RUS],3,2,60.0%,4,1,3,25.0%,2015,2021,3,1.16,4.0%,7.6%,57.0%,72.5%,47.7%,61.8%,44.4%,57.1%,43.3%
5,Marc Fornell Mestres [ESP],3,2,60.0%,1,0,1,0.0%,2008,2016,0,,,,,,,,,,
5,Adrian Menendez Maceiras [ESP],0,5,0.0%,3,1,2,33.3%,2009,2014,2,0.84,1.7%,4.0%,55.1%,73.2%,51.9%,63.6%,30.6%,69.2%,25.0%
4,Lorenzo Giustino [ITA],1,3,25.0%,3,0,3,0.0%,2012,2025,1,0.83,5.7%,1.6%,61.5%,66.7%,53.2%,61.5%,32.0%,77.8%,33.3%
