Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2022 Davis Cup Qualifiers RR,L vs Haase,13.6%,20.5%,40.5%,19.8%,18.5%,29.6%,50.0%,28.5%,50.0%,15.4%,0.0%,6.3%,6.3%,26.7%,-53
2022 Davis Cup Qualifiers RR,L vs Griekspoor,24.7%,28.6%,42.1%,28.3%,25.0%,28.8%,46.2%,30.4%,16.7%,42.9%,50.0%,25.0%,29.2%,33.3%,-19
2016 Canada R64,W vs Edmund,36.6%,41.5%,51.1%,42.1%,46.0%,52.0%,63.0%,55.0%,33.3%,46.2%,50.0%,25.9%,29.6%,35.0%,122
2014 Prague CH R32,W vs Olivo,15.4%,21.5%,53.8%,21.2%,18.4%,26.5%,62.5%,26.1%,57.1%,57.1%,33.3%,7.7%,7.7%,25.0%,-49
Career (4 matches),,24.3%,29.5%,47.2%,29.4%,28.1%,34.8%,55.5%,35.8%,37.3%,44.2%,43.8%,18.8%,21.3%,30.8%,65
