Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2022 Davis Cup RR,L vs Griekspoor,13,17,0.8,9.9%,13.0%,11,16,0.7,8.9%,13.0%,6.5%,2.4%,0.9,20.6%,22.9%
2022 Davis Cup RR,L vs Haase,9,14,0.6,10.0%,15.6%,8,13,0.6,9.6%,15.7%,7.2%,2.4%,1.8,30.0%,16.7%
2020 Roland Garros R128,L vs Mcdonald,31,34,0.9,13.0%,14.2%,31,34,0.9,14.2%,15.5%,,,0.9,12.1%,13.0%
2016 Canada Masters R64,W vs Edmund,29,25,1.2,17.9%,15.4%,24,20,1.2,17.1%,14.3%,7.1%,6.4%,1.0,17.3%,17.9%
2014 Prague CH R32,W vs Olivo,11,34,0.3,8.5%,26.4%,11,31,0.4,9.1%,25.6%,5.8%,3.3%,0.2,5.4%,34.1%
Career (5 matches),,93,124,0.8,12.4%,16.5%,85,114,0.7,12.4%,16.6%,4.5%,2.6%,0.8,15.7%,19.8%
