Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,79,31,48,39.2%,82-105,43.9%,805-910,46.9%,10-5,66.7%,9,62.8%,23.2%,3.0%,4.7%,64.3%,60.3%,46.3%,55.3%,37.3%,46.5%,0.83
Clay,278,160,118,57.6%,346-271,56.1%,2954-2670,52.5%,32-21,60.4%,29,62.2%,42.7%,1.2%,3.6%,64.5%,60.4%,45.0%,54.9%,46.7%,50.9%,1.04
Finals,11,6,5,54.5%,15-11,57.7%,135-110,55.1%,0-3,0.0%,2,52.0%,58.3%,0.0%,4.4%,62.5%,57.0%,41.7%,51.2%,54.6%,52.9%,1.12
Semi-finals,27,11,16,40.7%,23-34,40.4%,244-293,45.4%,5-1,83.3%,2,60.0%,52.6%,1.6%,0.8%,63.8%,60.5%,41.3%,53.5%,50.0%,51.8%,1.08
Quarter-finals,51,27,24,52.9%,58-55,51.3%,515-513,50.1%,7-2,77.8%,4,55.8%,48.8%,1.1%,2.7%,66.5%,57.7%,44.3%,53.2%,48.5%,50.9%,1.04
vs Righties,257,128,129,49.8%,290-288,50.2%,2632-2682,49.5%,34-21,61.8%,23,58.4%,37.3%,1.7%,3.6%,64.8%,58.3%,43.4%,53.0%,44.1%,48.7%,0.94
vs Lefties,33,16,17,48.5%,37-39,48.7%,346-346,50.0%,3-3,50.0%,6,60.9%,42.0%,0.4%,4.1%,62.7%,59.2%,46.5%,54.4%,47.2%,51.0%,1.04
