Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 Roland Garros R128,L vs Pouille,0.92,0.51,28.1,2.2,4.3%,57.4%,0.0%,71.4%,17.8%,22.5%
2019 Estoril Q2,L vs Popyrin,0.78,0.80,55.9,5.1,6.3%,64.6%,0.0%,54.5%,46.0%,35.6%
2019 Estoril Q1,W vs Gerasimov,1.05,1.78,44.4,2.3,0.0%,77.4%,0.0%,69.2%,45.9%,43.3%
2019 Sophia Antipolis CH QF,L vs Molleker,0.82,0.83,64.7,2.8,2.4%,71.4%,2.8%,55.6%,38.0%,34.0%
2019 Sophia Antipolis CH R16,W vs Sonego,1.24,1.23,68.9,2.9,0.0%,77.8%,0.0%,69.8%,22.0%,30.6%
2019 Sophia Antipolis CH R32,W vs Heller,1.09,1.53,48.2,2.2,0.0%,70.0%,0.0%,64.3%,46.9%,44.8%
2019 Marbella CH R16,L vs Monteiro,0.79,0.78,66.4,3.1,2.9%,64.7%,3.1%,53.1%,45.2%,35.1%
2019 Marbella CH R32,W vs Hemery,0.98,3.92,48.5,2.2,0.0%,88.0%,0.0%,91.3%,44.7%,38.2%
2019 Pau CH R32,L vs Bourgue,0.92,0.60,61.1,2.2,4.8%,61.9%,5.0%,67.5%,28.9%,16.7%
2019 Marseille R32,L vs Paire,0.88,0.68,48.2,3.2,0.0%,64.7%,3.4%,55.2%,25.7%,36.7%
2019 Marseille Q2,W vs Janvier,1.29,1.75,46.4,2.2,3.1%,81.3%,0.0%,75.0%,31.3%,27.6%
2019 Marseille Q1,W vs Muller,1.25,1.65,43.0,2.1,0.0%,69.0%,3.6%,75.0%,41.2%,32.3%
2019 Cherbourg CH R16,L vs Moraing,0.76,0.79,59.1,2.8,0.0%,59.4%,0.0%,79.3%,43.6%,21.1%
2019 Cherbourg CH R32,W vs Lokoli,1.21,1.89,36.4,2.3,3.6%,67.9%,3.8%,76.9%,37.5%,50.0%
2019 Pune R16,L vs Munar,1.22,0.61,44.8,3.1,3.1%,50.0%,0.0%,38.7%,19.2%,38.1%
2019 Pune R32,W vs Istomin,1.61,1.82,34.7,2.1,6.5%,61.3%,3.3%,76.7%,31.0%,40.0%
2018 Mouilleron-Le-Captif CH R32,L vs Halys,0.96,0.80,59.4,2.8,2.0%,56.0%,0.0%,59.6%,35.7%,34.3%
2018 Eckental CH R16,L vs Masur,0.89,0.79,56.6,2.2,0.0%,68.0%,4.7%,65.1%,31.4%,27.3%
2018 Eckental CH R32,W vs Lacko,1.11,1.43,54.0,2.5,8.1%,70.3%,5.9%,70.6%,39.4%,36.7%
2018 Brest CH R32,L vs Halys,0.86,0.90,70.1,17.2,3.6%,57.1%,2.0%,60.8%,43.3%,42.2%
2019 (16 matches),,1.03,1.07,50.8,2.5,2.5%,67.4%,1.6%,66.2%,35.7%,33.4%
2018 (43 matches),,1.04,1.13,51.8,2.7,2.9%,65.0%,2.3%,64.1%,38.0%,39.3%
2017 (31 matches),,1.05,1.03,55.8,2.8,2.6%,62.5%,2.2%,63.5%,36.3%,36.8%
2016 (8 matches),,1.02,0.80,44.9,2.4,7.3%,63.9%,4.9%,58.6%,27.7%,32.7%
2015 (32 matches),,1.01,0.95,47.7,2.6,5.7%,65.4%,4.6%,61.6%,33.0%,35.4%
Career (237 matches),,1.04,1.06,51.3,2.6,3.6%,65.5%,2.8%,63.2%,35.6%,37.2%
