Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2024,,,,,,,,,,,12,4905,,
2021,898,16,,,,,,,,,,,,
2020,506,65,,,,,,,,,73,1281,,
2019,334,116,133,1639,130,1587,91,1639,84,1621,80,991,51,1714
2018,141,384,124,1653,125,1600,84,1655,64,1641,97,868,77,1652
2017,171,305,81,1733,87,1672,63,1720,42,1712,171,405,49,1713
2016,464,85,,,,,,,,,123,635,,
2015,58,790,34,1841,41,1765,29,1816,34,1736,13,5230,26,1802
2014,55,810,61,1773,77,1686,39,1781,42,1700,143,525,62,1675
2013,245,190,125,1648,117,1600,75,1691,71,1628,55,1365,28,1767
2012,84,623,79,1728,105,1623,59,1728,48,1685,274,240,79,1617
2011,134,404,145,1613,169,1522,102,1630,81,1596,39,1925,11,1811
2010,107,532,130,1626,159,1530,85,1650,,,167,425,84,1608
2009,93,549,80,1724,88,1641,61,1731,69,1622,68,1080,73,1630
2008,41,843,43,1826,46,1746,31,1795,51,1672,113,525,102,1564
2007,67,541,84,1706,84,1648,74,1677,74,1592,425,115,,
2006,127,360,126,1635,153,1530,83,1649,107,1537,171,342,,
2005,250,140,234,1502,255,1406,154,1544,,,593,56,,
2004,269,136,245,1477,320,1311,194,1496,,,533,68,,
2003,623,27,,,,,,,,,438,92,,
2002,1217,2,,,,,,,,,759,31,,
