Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2019 Roland Garros R128,L vs Pouille,23,14,1.6,13.2%,8.0%,23,14,1.6,14.0%,8.5%,,,1.9,19.0%,9.8%
2018 Wimbledon R64,L vs Fognini,19,40,0.5,10.1%,21.3%,16,38,0.4,9.2%,21.8%,5.2%,3.4%,1.1,14.4%,12.8%
2018 Wimbledon R128,W vs Cuevas,38,14,2.7,18.4%,6.8%,32,11,2.9,19.2%,6.6%,13.8%,4.2%,2.0,20.9%,10.7%
2018 Roland Garros R128,L vs Nadal,42,57,0.7,19.4%,26.4%,42,57,0.7,20.2%,27.4%,,,1.3,13.0%,10.2%
2017 Wimbledon R64,L vs Tsonga,15,25,0.6,8.6%,14.3%,14,24,0.6,8.9%,15.2%,5.7%,3.2%,1.8,18.3%,10.3%
2017 Wimbledon R128,W vs Lu,25,18,1.4,13.4%,9.7%,20,17,1.2,11.8%,10.0%,9.4%,1.2%,0.9,16.1%,17.2%
2017 Roland Garros R64,L vs Thiem,18,39,0.5,8.4%,18.2%,18,38,0.5,9.1%,19.2%,7.1%,2.0%,1.3,19.6%,15.0%
2017 Roland Garros R128,W vs Mahut,27,16,1.7,17.0%,10.1%,23,16,1.4,15.6%,10.9%,12.2%,3.4%,0.6,13.2%,22.0%
2016 Roland Garros R128,L vs Nishikori,17,36,0.5,9.7%,20.5%,16,34,0.5,9.6%,20.5%,6.0%,3.6%,1.8,17.0%,9.7%
2016 Australian Open R64,L vs Tomic,43,52,0.8,15.9%,19.3%,35,48,0.7,15.2%,20.9%,10.0%,5.2%,1.6,18.5%,11.9%
2015 Beijing R32,L vs Djokovic,12,24,0.5,11.7%,23.3%,9,23,0.4,9.7%,24.7%,6.5%,1.1%,1.5,21.4%,14.6%
2015 US Open R128,L vs Goffin,23,31,0.7,16.4%,22.1%,16,25,0.6,14.3%,22.3%,10.7%,3.6%,1.8,23.6%,12.9%
2015 Wimbledon R128,L vs Nishikori,42,45,0.9,14.4%,15.5%,30,41,0.7,11.7%,16.0%,8.6%,2.3%,1.4,15.8%,11.3%
2015 Roland Garros R32,L vs Ferrer,49,58,0.8,17.6%,20.9%,46,55,0.8,17.6%,21.0%,13.0%,4.6%,1.1,14.4%,13.3%
2015 Rotterdam R16,L vs Raonic,19,22,0.9,16.7%,19.3%,16,22,0.7,17.2%,23.7%,11.8%,4.3%,2.8,24.6%,8.8%
2015 Australian Open R64,L vs Federer,35,39,0.9,17.4%,19.4%,29,36,0.8,16.4%,20.3%,11.3%,3.4%,1.6,17.9%,11.4%
2015 Australian Open R128,W vs Monaco,33,46,0.7,15.3%,21.4%,29,44,0.7,14.5%,22.0%,10.0%,4.5%,0.4,9.8%,25.6%
2014 US Open R64,L vs Robredo,64,67,1.0,20.5%,21.5%,54,65,0.8,18.6%,22.4%,15.2%,2.1%,0.8,9.3%,11.5%
2014 US Open R128,W vs Pospisil,32,39,0.8,12.9%,15.7%,24,34,0.7,11.1%,15.7%,7.4%,1.4%,0.4,8.5%,20.6%
2014 Wimbledon R32,L vs Nishikori,47,41,1.1,16.0%,14.0%,39,39,1.0,14.6%,14.6%,10.1%,3.0%,1.6,13.3%,8.2%
Career (30 matches),,921,1115,0.8,15.1%,18.2%,776,1051,0.7,14.0%,19.0%,8.8%,2.5%,1.1,15.3%,13.5%
