Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,10,Hard,18,8,10,44.4%,14,11,3,78.6%,2006,2019,R64,16,0.92,6.4%,1.7%,64.2%,67.8%,53.5%,62.7%,34.4%,54.3%,34.2%
Roland Garros,14,Clay,42,26,16,61.9%,15,7,8,46.7%,2006,2019,R32,33,1.03,3.6%,1.6%,67.8%,68.2%,52.7%,63.2%,37.9%,64.8%,39.1%
Wimbledon,12,Grass,39,24,15,61.5%,27,20,7,74.1%,2006,2019,R32,20,0.85,6.9%,2.1%,66.6%,69.8%,53.4%,64.3%,30.1%,63.1%,35.2%
US Open,10,Hard,16,6,10,37.5%,6,3,3,50.0%,2005,2018,R64,10,0.92,6.6%,2.3%,65.0%,68.7%,54.9%,63.8%,33.4%,51.8%,27.3%
Olympics,1,,1,0,1,0.0%,0,0,0,-,2008,2008,R64,1,0.95,5.5%,1.1%,67.0%,67.2%,53.3%,62.6%,35.6%,57.1%,30.0%
Davis Cup,8,,16,7,9,43.8%,7,3,4,42.9%,2007,2015,,0,,,,,,,,,,
Rome Masters,9,Clay,13,4,9,30.8%,7,1,6,14.3%,2006,2015,R16,13,0.96,3.0%,1.4%,68.0%,65.8%,54.9%,62.3%,36.2%,43.1%,40.0%
Miami Masters,8,Hard,17,9,8,52.9%,7,5,2,71.4%,2007,2016,R32,17,1.00,3.1%,2.1%,64.3%,67.5%,53.4%,62.5%,37.3%,67.8%,39.3%
Monte Carlo Masters,8,Clay,15,7,8,46.7%,5,1,4,20.0%,2008,2017,R16,15,1.04,3.2%,1.7%,64.2%,68.1%,51.6%,62.2%,39.1%,60.0%,34.3%
Marseille,6,Hard,11,5,6,45.5%,5,4,1,80.0%,2008,2019,QF,11,0.84,4.9%,1.9%,69.5%,72.0%,55.7%,67.1%,27.7%,67.2%,46.2%
Vienna,6,Hard,9,3,6,33.3%,4,2,2,50.0%,2006,2017,R32,9,0.95,5.0%,2.1%,63.8%,70.0%,52.1%,63.5%,34.7%,66.7%,41.5%
Dubai,5,Hard,7,2,5,28.6%,3,1,2,33.3%,2009,2016,R16,7,0.81,5.7%,2.8%,64.8%,65.7%,58.7%,63.2%,29.8%,57.5%,40.0%
