Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2011,16,5,11,31.3%,13-25,34.2%,158-204,43.6%,1-5,16.7%,12,-,-,0.9%,5.1%,65.8%,56.2%,45.1%,52.4%,42.1%,47.1%,0.88,R16 (2x)
2010,38,18,20,47.4%,39-47,45.3%,384-411,48.3%,2-5,28.6%,31,-,-,1.6%,5.7%,68.7%,58.6%,43.1%,53.7%,44.0%,48.9%,0.95,SF (Kuala Lumpur)
2009,44,21,23,47.7%,48-49,49.5%,458-469,49.4%,4-2,66.7%,39,-,-,1.5%,5.3%,69.3%,58.2%,46.1%,54.5%,44.7%,49.5%,0.98,W (Prague)
2008,53,29,24,54.7%,66-59,52.8%,575-587,49.5%,6-5,54.5%,36,-,-,1.8%,4.3%,67.6%,56.7%,46.1%,53.2%,45.9%,49.5%,0.98,QF (4x)
2007,70,45,25,64.3%,101-56,64.3%,798-635,55.7%,6-7,46.2%,57,-,-,2.0%,3.8%,65.4%,62.5%,51.4%,58.7%,45.8%,52.2%,1.11,W (Pattaya)
2006,47,19,28,40.4%,47-61,43.5%,469-532,46.9%,3-3,50.0%,22,-,-,1.1%,3.6%,66.7%,58.7%,46.0%,54.5%,40.6%,47.5%,0.89,SF (Pattaya)
2005,12,5,7,41.7%,14-14,50.0%,140-140,50.0%,2-1,66.7%,1,-,-,1.8%,4.5%,56.3%,52.4%,44.9%,49.1%,46.3%,47.7%,0.91,QF (2x)
2004,5,0,5,0.0%,2-10,16.7%,44-66,40.0%,0-1,0.0%,0,,,,,,,,,,,,
2003,2,0,2,0.0%,1-4,20.0%,17-26,39.5%,0-0,-,0,,,,,,,,,,,,R32 (2x)
2000,1,0,1,0.0%,1-2,33.3%,11-18,37.9%,1-0,100.0%,0,,,,,,,,,,,,R32 (Klagenfurt)
Career,288,142,146,49.3%,332-327,50.4%,3054-3088,49.7%,25-29,46.3%,198,-,-,1.6%,4.6%,67.2%,59.0%,47.1%,55.1%,44.5%,49.8%,0.99,
