Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,201,101,100,50.2%,241-227,51.5%,2179-2151,50.3%,13-19,40.6%,128,-,-,1.6%,4.5%,66.5%,59.6%,48.1%,55.7%,44.8%,50.2%,1.01
Clay,67,32,35,47.8%,71-75,48.6%,672-708,48.7%,9-9,50.0%,51,-,-,1.4%,4.9%,69.3%,58.4%,44.1%,54.0%,44.3%,49.0%,0.96
Grass,20,9,11,45.0%,20-25,44.4%,203-229,47.0%,3-1,75.0%,19,-,-,2.4%,4.5%,66.3%,56.8%,47.3%,53.6%,43.4%,48.5%,0.94
Grand Slams,46,22,24,47.8%,50-52,49.0%,474-483,49.5%,2-4,33.3%,35,-,-,2.1%,3.9%,67.7%,59.9%,45.6%,55.3%,44.4%,49.7%,0.99
Premiers,128,63,65,49.2%,154-148,51.0%,1400-1398,50.0%,16-12,57.1%,105,-,-,1.6%,4.1%,67.5%,59.0%,48.7%,55.7%,44.7%,50.1%,1.01
Internationals,80,39,41,48.8%,88-94,48.4%,840-873,49.0%,7-9,43.8%,44,-,-,1.4%,5.9%,66.2%,58.7%,44.6%,53.9%,44.2%,49.1%,0.96
Finals,2,2,0,100.0%,4-1,80.0%,30-24,55.6%,1-0,100.0%,0,,,,,,,,,,,
Semi-finals,8,2,6,25.0%,6-12,33.3%,72-96,42.9%,1-1,50.0%,5,-,-,1.7%,4.2%,62.6%,53.9%,48.4%,51.8%,36.8%,44.9%,0.76
Quarter-finals,20,8,12,40.0%,22-27,44.9%,212-235,47.4%,1-3,25.0%,10,-,-,1.0%,4.1%,66.7%,58.4%,48.8%,55.2%,44.4%,49.9%,0.99
vs Righties,263,125,138,47.5%,294-309,48.8%,2753-2852,49.1%,23-26,46.9%,186,-,-,1.6%,4.6%,67.1%,58.8%,46.9%,54.9%,44.6%,49.7%,0.99
vs Lefties,22,14,8,63.6%,32-17,65.3%,259-208,55.5%,2-3,40.0%,10,-,-,1.6%,4.1%,67.3%,63.3%,50.2%,59.0%,41.3%,50.1%,1.01
vs Top 10,31,4,27,12.9%,13-54,19.4%,237-387,38.0%,3-2,60.0%,24,-,-,1.6%,5.3%,65.8%,55.5%,43.2%,51.3%,39.4%,45.3%,0.81
