Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2023,7,2,5,28.6%,5-8,38.5%,41-59,41.0%,0-0,-,0,,,,,,,,,,,,R16 (2x)
2022,15,4,11,26.7%,7-21,25.0%,90-145,38.3%,1-1,50.0%,0,,,,,,,,,,,,R16 (4x)
2021,14,3,11,21.4%,7-19,26.9%,84-129,39.4%,1-0,100.0%,0,,,,,,,,,,,,R16 (2x)
2020,9,3,6,33.3%,7-12,36.8%,73-93,44.0%,0-1,0.0%,0,,,,,,,,,,,,R16 (3x)
2019,36,13,23,36.1%,33-43,43.4%,336-364,48.0%,5-4,55.6%,0,,,,,,,,,,,,SF (W15 Monastir)
2018,19,6,13,31.6%,16-25,39.0%,152-200,43.2%,3-2,60.0%,0,,,,,,,,,,,,QF (2x)
2017,18,3,15,16.7%,8-28,22.2%,109-193,36.1%,0-0,-,0,,,,,,,,,,,,R16 (3x)
2016,29,10,19,34.5%,19-36,34.5%,216-287,42.9%,5-4,55.6%,0,,,,,,,,,,,,SF (Rabat $10K)
2014,44,22,22,50.0%,49-47,51.0%,448-426,51.3%,3-6,33.3%,0,,,,,,,,,,,,W (Astana 10K)
2013,27,12,15,44.4%,30-25,54.5%,254-234,52.0%,1-2,33.3%,0,,,,,,,,,,,,SF (2x)
2012,28,14,14,50.0%,28-35,44.4%,276-291,48.7%,0-1,0.0%,0,,,,,,,,,,,,F (Maaseik 10K)
2011,18,8,10,44.4%,17-21,44.7%,158-175,47.4%,1-0,100.0%,0,,,,,,,,,,,,SF (Astana 10K)
2010,31,15,16,48.4%,30-34,46.9%,291-284,50.6%,1-2,33.3%,0,,,,,,,,,,,,F (Kharkiv 25K)
2009,45,17,28,37.8%,44-59,42.7%,442-490,47.4%,3-5,37.5%,0,,,,,,,,,,,,SF (Surprise AZ 25K)
2008,26,16,10,61.5%,34-26,56.7%,295-247,54.4%,1-2,33.3%,0,,,,,,,,,,,,SF (5x)
2007,38,26,12,68.4%,55-35,61.1%,443-387,53.4%,5-3,62.5%,0,,,,,,,,,,,,W (3x)
2006,34,21,13,61.8%,41-32,56.2%,353-298,54.2%,1-2,33.3%,0,,,,,,,,,,,,W (2x)
2005,20,11,9,55.0%,24-22,52.2%,213-202,51.3%,0-2,0.0%,0,,,,,,,,,,,,SF (2x)
2004,10,4,6,40.0%,11-13,45.8%,92-105,46.7%,0-1,0.0%,0,,,,,,,,,,,,R16 (4x)
Career,468,210,258,44.9%,465-541,46.2%,4366-4609,48.6%,31-38,44.9%,0,,,,,,,,,,,,
