Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,16,6,10,37.5%,15-19,44.1%,173-169,50.6%,1-4,20.0%,16,69.4%,31.1%,5.9%,5.1%,56.1%,69.2%,46.7%,59.3%,40.8%,50.1%,1.00,QF (Cap Cana)
2024,36,21,15,58.3%,46-37,55.4%,440-379,53.7%,7-8,46.7%,36,77.9%,29.7%,4.9%,3.5%,58.7%,70.1%,50.9%,62.2%,41.3%,51.6%,1.09,SF (3x)
2023,31,24,7,77.4%,44-20,68.8%,349-274,56.0%,7-5,58.3%,30,83.1%,28.9%,7.0%,4.3%,59.0%,73.3%,52.1%,64.6%,40.6%,52.7%,1.15,W (3x)
2022,57,40,17,70.2%,85-51,62.5%,715-595,54.6%,9-6,60.0%,57,75.6%,32.6%,6.3%,4.5%,58.9%,71.3%,49.2%,62.2%,42.9%,52.5%,1.14,W (3x)
2021,32,17,15,53.1%,38-34,52.8%,363-359,50.3%,7-4,63.6%,32,75.3%,24.0%,6.6%,4.8%,54.6%,71.1%,49.9%,61.5%,39.4%,50.4%,1.02,W (Villena)
2020,16,5,11,31.3%,14-20,41.2%,158-182,46.5%,2-3,40.0%,15,71.4%,21.6%,8.6%,3.3%,56.0%,71.3%,44.7%,59.6%,36.9%,48.7%,0.91,QF (Rennes)
2019,39,21,18,53.8%,49-40,55.1%,456-412,52.5%,6-9,40.0%,39,71.9%,33.6%,4.7%,4.4%,60.7%,66.8%,48.1%,59.5%,42.9%,51.2%,1.06,F (Maia)
2018,49,30,19,61.2%,64-45,58.7%,546-485,53.0%,7-4,63.6%,49,79.7%,25.4%,6.2%,4.3%,60.1%,71.7%,52.2%,63.9%,38.9%,51.5%,1.08,W (Portoroz)
2017,22,6,16,27.3%,19-33,36.5%,235-275,46.1%,3-0,100.0%,22,64.3%,26.9%,5.1%,7.7%,54.0%,66.6%,43.1%,55.8%,39.3%,47.8%,0.89,QF (Mouilleron-Le-Captif)
2016,36,21,15,58.3%,48-39,55.2%,415-394,51.3%,5-5,50.0%,36,68.6%,33.5%,4.7%,6.3%,57.7%,67.0%,45.9%,58.1%,42.8%,50.6%,1.02,W (Ostrava)
2015,12,7,5,58.3%,16-13,55.2%,142-123,53.6%,1-2,33.3%,12,66.9%,40.9%,2.3%,5.7%,69.2%,63.7%,44.7%,57.9%,44.5%,51.1%,1.05,SF (St Brieuc)
2014,2,0,2,0.0%,1-4,20.0%,24-28,46.2%,0-1,0.0%,2,76.9%,16.0%,3.4%,9.0%,63.8%,64.6%,54.7%,61.0%,36.1%,49.0%,0.93,R32 (2x)
2013,4,0,4,0.0%,0-8,0.0%,18-48,27.3%,0-0,-,4,39.4%,15.2%,3.2%,7.6%,48.8%,57.4%,35.9%,46.4%,33.7%,40.8%,0.63,R32 (4x)
Career,352,198,154,56.3%,439-363,54.7%,4034-3723,52.0%,55-51,51.9%,350,74.0%,29.5%,5.7%,4.8%,58.4%,69.6%,48.6%,60.8%,41.0%,51.0%,1.05,
