Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-16),148,402,104,1693,109,1645,95,1651,105,1568,,,,
2025,164,353,123,1664,130,1597,101,1642,116,1554,,,,
2024,249,230,250,1504,239,1470,209,1486,157,1500,1365,16,,
2023,127,514,150,1611,169,1529,132,1588,93,1578,,,,
2022,162,349,143,1631,143,1579,124,1602,120,1544,,,,
2021,288,191,,,,,,,,,,,,
2020,436,86,,,,,,,,,1163,17,,
2019,424,79,232,1510,305,1382,189,1497,,,1131,17,,
2018,338,67,324,1383,310,1343,315,1326,,,,,,
2017,631,41,,,,,,,,,1284,12,,
2016,1553,2,,,,,,,,,1497,6,,
2015,1784,1,,,,,,,,,,,,
