Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 Rome R128,L vs Osaka,70.8%,38.2%,4.2%,1/1,2.76,0.0%,54.5%,16.7%,9.1%,2.79,0.0%,95.7%,50.0%,0.0%,2.59,0.0%
2024 Olympics R64,L vs Zheng,81.6%,35.5%,2.6%,0/1,3.00,0.0%,76.5%,30.8%,0.0%,2.88,0.0%,85.7%,38.9%,4.8%,3.70,0.0%
2024 Rome R64,L vs Svitolina,83.9%,44.2%,12.9%,7/1,2.15,0.0%,77.8%,28.6%,14.8%,2.11,0.0%,100.0%,54.8%,12.9%,2.30,0.0%
2024 Madrid R128,W vs Wozniacki,90.0%,53.3%,9.0%,2/7,2.66,0.0%,93.1%,48.1%,15.5%,2.62,0.0%,90.0%,61.1%,0.0%,3.02,0.0%
2024 Indian Wells R128,L vs Osaka,56.5%,45.7%,14.5%,4/5,3.04,0.0%,65.6%,38.1%,21.9%,3.06,0.0%,66.7%,57.1%,9.5%,2.97,0.0%
2023 Palermo R32,L vs Zheng,70.7%,41.4%,2.4%,0/1,-,0.0%,76.0%,31.6%,0.0%,-,0.0%,76.9%,60.0%,7.7%,-,0.0%
2023 Wimbledon R128,L vs Brengle,63.6%,42.9%,9.1%,4/0,2.40,0.0%,78.9%,46.7%,5.3%,2.42,0.0%,100.0%,38.5%,23.1%,2.34,0.0%
2023 Roland Garros R64,L vs Begu,70.7%,34.5%,9.8%,4/0,2.38,0.0%,82.6%,26.3%,13.0%,2.43,0.0%,90.9%,50.0%,9.1%,2.19,0.0%
2023 Roland Garros R128,W vs Teichmann,79.0%,49.4%,10.0%,9/1,2.20,0.0%,82.4%,50.0%,2.0%,2.15,0.0%,88.1%,48.6%,21.4%,2.34,0.0%
2021 Istanbul R32,L vs Konjuh,78.8%,42.3%,15.2%,5/5,2.50,1.5%,82.6%,42.1%,13.0%,2.64,1.9%,93.3%,42.9%,26.7%,2.03,0.0%
2021 Bogota R32,W vs Sorribes Tormo,82.7%,56.5%,1.3%,1/0,2.18,0.0%,93.8%,53.3%,2.1%,2.22,0.0%,89.5%,64.7%,0.0%,2.07,0.0%
2021 Australian Open R32,L vs Hsieh,86.3%,59.4%,6.8%,1/7,2.49,7.1%,88.5%,58.4%,8.0%,2.56,4.9%,88.9%,62.5%,3.7%,2.16,17.6%
2020 Roland Garros R64,L vs Bertens,86.2%,58.0%,7.7%,6/4,2.41,4.5%,91.1%,59.8%,5.6%,2.45,2.1%,88.2%,53.3%,14.7%,2.17,18.8%
2020 Palermo QF,L vs Ferro,79.4%,51.9%,14.7%,9/1,2.84,0.0%,78.0%,50.0%,19.5%,2.84,0.0%,88.0%,54.5%,8.0%,2.85,0.0%
2020 Acapulco R32,W vs Sorribes Tormo,90.1%,60.9%,2.8%,2/0,2.32,0.0%,98.0%,57.1%,0.0%,2.23,0.0%,93.8%,73.3%,12.5%,2.68,0.0%
2019 Bogota QF,L vs Sharma,69.4%,50.0%,8.3%,5/1,2.84,28.6%,65.1%,50.0%,7.0%,2.87,27.3%,84.6%,50.0%,11.5%,2.77,30.8%
2019 Bogota R16,W vs Schoofs,76.2%,71.9%,16.7%,6/1,2.78,20.0%,87.0%,85.0%,13.0%,2.75,10.5%,100.0%,50.0%,33.3%,2.80,28.6%
2018 Istanbul R16,L vs Wozniacki,81.6%,47.6%,9.7%,2/8,2.61,1.2%,81.5%,49.1%,12.3%,2.56,0.0%,91.2%,45.2%,5.9%,2.91,8.3%
2018 Charleston R32,W vs Buzarnescu,76.3%,52.7%,5.2%,2/3,2.82,1.3%,80.0%,56.3%,8.3%,2.87,1.6%,89.7%,46.2%,0.0%,2.64,0.0%
2018 Indian Wells 125K F,W vs Bondarenko,74.1%,58.1%,8.6%,3/2,2.73,0.0%,76.5%,38.5%,11.8%,2.62,0.0%,85.0%,88.2%,5.0%,3.05,0.0%
Last 52 Weeks (1 matches),,70.8%,38.2%,4.2%,50.0%,2.76,0.0%,54.5%,16.7%,9.1%,2.79,0.0%,95.7%,50.0%,0.0%,2.59,0.0%
Career (56 matches),,79.2%,51.7%,11.2%,60.7%,2.51,3.4%,81.2%,48.7%,12.1%,2.51,3.1%,89.3%,56.9%,11.5%,2.50,4.7%
