Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 Rome R128,L vs Osaka,0.0%,-,8.8%,50.0%,2.9%,3.1%,0.0%,0.0%,0.0%,3.7%,28.6%,-135,-153
2024 Olympics R64,L vs Zheng,3.0%,0.0%,8.5%,66.7%,2.1%,0.0%,0.0%,0.0%,0.0%,1.4%,50.0%,-101,-109
2024 Rome R64,L vs Svitolina,0.0%,-,4.8%,40.0%,3.5%,6.1%,0.0%,2.9%,10.0%,2.6%,50.0%,-131,-136
2024 Madrid R128,W vs Wozniacki,0.0%,-,8.3%,66.7%,6.3%,6.9%,0.0%,5.2%,28.0%,4.6%,50.0%,-127,-129
2024 Indian Wells R128,L vs Osaka,0.0%,-,2.5%,66.7%,0.0%,0.0%,0.0%,0.0%,0.0%,1.3%,50.0%,-183,-156
2023 Palermo R32,L vs Zheng,0.0%,-,8.1%,66.7%,0.0%,0.0%,0.0%,0.0%,0.0%,2.8%,40.0%,-165,-170
2023 Wimbledon R128,L vs Brengle,0.0%,-,14.0%,53.3%,7.9%,20.0%,0.0%,6.6%,5.6%,4.7%,20.0%,-75,-102
2023 Roland Garros R64,L vs Begu,0.0%,-,6.7%,50.0%,4.1%,6.5%,5.0%,1.4%,16.7%,1.8%,50.0%,-122,-116
2023 Roland Garros R128,W vs Teichmann,0.0%,-,10.3%,73.7%,4.6%,6.9%,0.0%,2.6%,11.1%,2.7%,30.0%,-142,-140
2021 Istanbul R32,L vs Konjuh,0.0%,-,2.6%,25.0%,4.4%,12.5%,0.0%,6.6%,20.0%,4.4%,60.0%,-94,-96
2021 Bogota R32,W vs Sorribes Tormo,0.0%,-,12.1%,82.4%,4.7%,7.8%,0.0%,2.3%,18.8%,1.3%,57.1%,-123,-104
2021 Australian Open R32,L vs Hsieh,0.0%,-,9.5%,81.8%,8.4%,3.2%,25.0%,8.4%,40.0%,3.2%,31.3%,-49,-58
2020 Roland Garros R64,L vs Bertens,0.0%,-,16.1%,69.8%,7.3%,12.3%,20.0%,7.5%,38.1%,4.1%,42.9%,-103,-92
2020 Palermo QF,L vs Ferro,0.0%,-,7.3%,77.8%,5.4%,3.3%,0.0%,3.4%,33.3%,2.2%,33.3%,-137,-136
2020 Acapulco R32,W vs Sorribes Tormo,0.0%,-,9.7%,56.3%,4.3%,5.7%,0.0%,2.5%,16.7%,1.4%,62.5%,-108,-101
2019 Bogota QF,L vs Sharma,0.0%,-,3.2%,100.0%,13.3%,15.4%,0.0%,4.5%,33.3%,1.2%,0.0%,-129,-87
2019 Bogota R16,W vs Schoofs,0.0%,-,5.2%,60.0%,4.2%,5.6%,0.0%,4.6%,100.0%,1.4%,0.0%,-148,-136
2018 Istanbul R16,L vs Wozniacki,0.0%,-,5.3%,72.7%,4.0%,5.4%,0.0%,7.0%,28.6%,2.2%,40.0%,-99,-91
2018 Charleston R32,W vs Buzarnescu,0.0%,-,7.8%,73.3%,6.3%,11.5%,8.3%,6.3%,16.7%,1.7%,42.9%,-101,-95
2018 Indian Wells 125K F,W vs Bondarenko,0.0%,-,1.6%,100.0%,8.1%,9.1%,0.0%,3.8%,0.0%,0.4%,100.0%,-146,-114
Last 52 Weeks (1 matches),,0.0%,-,8.8%,50.0%,2.9%,3.1%,0.0%,0.0%,0.0%,3.7%,28.6%,-135,-153
Career (56 matches),,0.4%,40.0%,8.2%,67.3%,7.4%,8.7%,5.2%,4.8%,26.7%,2.1%,39.9%,-102,-105
