Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2024,9,5,4,55.6%,11-9,55.0%,105-92,53.3%,2-1,66.7%,7,65.3%,39.7%,0.6%,1.5%,75.5%,59.8%,44.0%,55.9%,46.6%,51.2%,1.06,SF (Gaiba 125)
2023,37,24,13,64.9%,52-31,62.7%,439-326,57.4%,0-5,0.0%,23,49.8%,59.6%,0.1%,2.1%,83.3%,51.9%,38.5%,49.7%,53.6%,51.6%,1.06,F (3x)
2022,41,25,16,61.0%,53-41,56.4%,462-425,52.1%,6-5,54.5%,25,57.1%,44.4%,0.2%,3.2%,76.4%,55.8%,42.2%,52.6%,48.1%,50.3%,1.01,W (Contrexeville 125)
2021,6,3,3,50.0%,8-7,53.3%,76-72,51.4%,1-1,50.0%,4,54.7%,50.0%,0.2%,3.4%,76.1%,52.4%,47.4%,51.2%,49.5%,50.4%,1.01,R16 (3x)
2020,14,7,7,50.0%,15-14,51.7%,122-130,48.4%,2-0,100.0%,4,43.6%,43.9%,0.0%,4.8%,80.5%,53.6%,31.1%,49.2%,45.8%,47.6%,0.90,QF (2x)
2019,26,15,11,57.7%,34-29,54.0%,279-277,50.2%,5-0,100.0%,4,25.0%,52.4%,0.0%,16.1%,67.0%,50.3%,22.8%,41.2%,50.0%,45.5%,0.85,W (W60 Rome)
2018,9,8,1,88.9%,16-1,94.1%,100-42,70.4%,0-0,-,8,73.6%,67.1%,0.0%,6.2%,77.4%,63.1%,39.3%,57.7%,56.7%,57.2%,1.34,W (Indian Wells 125K)
2017,13,9,4,69.2%,20-10,66.7%,157-119,56.9%,2-1,66.7%,2,48.4%,37.9%,0.4%,2.2%,81.7%,55.3%,21.4%,49.1%,45.8%,47.6%,0.90,W (Suzhou $60K)
2007,35,23,12,65.7%,45-30,60.0%,362-343,51.3%,4-2,66.7%,0,,,,,,,,,,,,W (Galatina 25K)
2006,33,20,13,60.6%,42-30,58.3%,334-299,52.8%,2-1,66.7%,0,,,,,,,,,,,,SF (4x)
2005,26,14,12,53.8%,32-27,54.2%,285-265,51.8%,2-3,40.0%,0,,,,,,,,,,,,W (Melilla 10K)
2004,8,3,5,37.5%,7-13,35.0%,84-113,42.6%,2-2,50.0%,0,,,,,,,,,,,,QF (Hvar 10K)
2003,7,4,3,57.1%,10-7,58.8%,85-84,50.3%,2-1,66.7%,0,,,,,,,,,,,,QF (Lecce 10K)
2002,11,6,5,54.5%,13-12,52.0%,106-115,48.0%,1-0,100.0%,0,,,,,,,,,,,,SF (Zadar 10K)
Career,275,166,109,60.4%,358-261,57.8%,2996-2702,52.6%,31-22,58.5%,77,54.4%,50.9%,0.2%,3.7%,78.3%,55.0%,39.0%,51.5%,50.2%,50.9%,1.04,
