Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,348,181,167,52.0%,413-385,51.8%,3713-3597,50.8%,37-32,53.6%,298,51.4%,46.1%,0.4%,2.6%,76.3%,55.3%,44.8%,52.8%,47.3%,50.0%,1.00
Clay,322,198,124,61.5%,421-294,58.9%,3442-3056,53.0%,43-23,65.2%,271,50.6%,49.0%,0.2%,2.4%,79.3%,55.2%,43.0%,52.7%,49.2%,51.0%,1.04
Grass,41,15,26,36.6%,39-56,41.1%,432-479,47.4%,6-8,42.9%,41,49.5%,38.5%,0.4%,2.7%,76.1%,57.4%,42.4%,53.8%,43.6%,48.7%,0.94
Carpet,9,6,3,66.7%,9-8,52.9%,83-87,48.8%,2-1,66.7%,9,-,-,0.2%,2.1%,79.8%,55.7%,46.8%,53.9%,45.8%,49.9%,0.99
Grand Slams,115,65,50,56.5%,143-116,55.2%,1229-1110,52.5%,13-10,56.5%,101,53.2%,47.9%,0.5%,2.4%,77.6%,57.1%,41.7%,53.7%,47.3%,50.4%,1.02
Premiers,192,92,100,47.9%,207-223,48.1%,1909-2075,47.9%,26-14,65.0%,180,50.8%,45.3%,0.2%,2.4%,77.5%,54.5%,43.4%,52.0%,46.5%,49.2%,0.97
Internationals,292,186,106,63.7%,403-258,61.0%,3293-2761,54.4%,41-27,60.3%,250,51.2%,49.6%,0.4%,2.7%,77.2%,56.3%,44.7%,53.6%,49.4%,51.5%,1.06
Finals,19,9,10,47.4%,22-21,51.2%,194-191,50.4%,3-2,60.0%,15,64.3%,57.7%,0.2%,1.5%,81.0%,55.1%,41.3%,52.5%,49.2%,50.8%,1.03
Semi-finals,43,19,24,44.2%,40-52,43.5%,390-449,46.5%,3-5,37.5%,38,51.9%,43.4%,0.6%,2.1%,78.7%,53.3%,45.8%,51.7%,45.1%,48.5%,0.93
Quarter-finals,85,42,43,49.4%,88-98,47.3%,860-881,49.4%,8-11,42.1%,75,45.6%,45.0%,0.3%,1.7%,79.7%,54.2%,43.0%,51.9%,47.4%,49.7%,0.99
vs Righties,661,367,294,55.5%,811-682,54.3%,7050-6629,51.5%,79-63,55.6%,571,50.7%,47.9%,0.3%,2.5%,77.8%,55.3%,44.0%,52.8%,47.8%,50.3%,1.01
vs Lefties,57,31,26,54.4%,67-60,52.8%,589-568,50.9%,9-0,100.0%,46,52.8%,39.7%,0.2%,2.6%,76.1%,57.0%,43.7%,53.8%,47.6%,50.7%,1.03
vs Top 10,70,13,57,18.6%,39-118,24.8%,567-873,39.4%,8-10,44.4%,58,38.6%,50.4%,0.3%,2.7%,75.6%,51.4%,37.8%,48.1%,41.9%,45.0%,0.81
