Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2025 Rome R128,L vs Osaka,4.4,4.8,3.8,54.7%,15.6%,50.0%,30.0%,54.3%,16.3%,1.0,1.1,-8.5,-13.1
2024 Olympics R64,L vs Zheng,5.0,5.4,4.8,27.6%,34.6%,10.0%,33.3%,52.8%,25.0%,-6.5,-11.6,-9.0,-17.6
2024 Rome R64,L vs Svitolina,5.3,5.0,5.4,29.3%,41.9%,60.0%,35.3%,57.9%,12.1%,3.5,3.0,-10.0,-11.5
2024 Madrid R128,W vs Wozniacki,6.1,5.9,6.3,54.3%,43.8%,55.6%,48.6%,47.5%,21.4%,6.5,3.1,1.5,0.7
2024 Indian Wells R128,L vs Osaka,3.6,4.1,3.0,46.5%,37.0%,35.7%,14.3%,42.8%,27.5%,-1.5,-3.3,-8.0,-12.3
2023 Palermo R32,L vs Zheng,5.8,7.7,4.3,35.7%,27.8%,37.5%,16.7%,45.3%,6.1%,-6.5,-9.2,-8.5,-9.3
2023 Wimbledon R128,L vs Brengle,5.0,5.4,4.3,42.6%,43.3%,40.0%,26.7%,46.4%,31.0%,0.0,0.0,-1.5,-2.0
2023 Roland Garros R64,L vs Begu,5.8,6.0,5.5,45.7%,21.1%,35.3%,38.9%,57.5%,7.5%,-2.0,-1.8,-10.5,-12.5
2023 Roland Garros R128,W vs Teichmann,4.9,5.0,4.8,49.5%,45.7%,64.0%,48.1%,53.0%,8.8%,5.5,3.2,-2.5,-1.7
2021 Istanbul R32,L vs Konjuh,3.9,3.9,3.9,49.3%,37.5%,50.0%,50.0%,55.3%,22.5%,0.5,0.5,1.5,2.0
2021 Bogota R32,W vs Sorribes Tormo,8.0,7.3,8.5,44.7%,48.1%,63.2%,59.6%,47.2%,10.8%,5.0,2.2,-2.5,-1.0
2021 Australian Open R32,L vs Hsieh,5.2,5.2,5.2,51.1%,45.8%,50.0%,55.6%,57.6%,23.3%,6.5,2.6,8.5,5.3
2020 Roland Garros R64,L vs Bertens,5.9,5.9,6.0,44.6%,49.3%,58.8%,50.9%,51.8%,17.9%,8.5,3.1,13.5,5.0
2020 Palermo QF,L vs Ferro,5.2,5.5,5.0,31.5%,48.3%,29.4%,65.2%,52.4%,9.4%,-0.5,-0.4,-0.5,-0.4
2020 Acapulco R32,W vs Sorribes Tormo,7.8,8.1,7.3,52.3%,60.6%,46.7%,55.2%,65.8%,10.9%,7.5,2.1,2.5,1.4
2019 Bogota QF,L vs Sharma,3.4,3.7,3.2,38.4%,47.4%,55.6%,54.5%,51.5%,9.9%,6.0,9.0,-1.0,-1.5
2019 Bogota R16,W vs Schoofs,5.2,4.3,6.4,63.6%,64.0%,75.0%,56.3%,51.8%,20.8%,7.5,8.9,6.5,7.8
2018 Istanbul R16,L vs Wozniacki,5.2,5.4,5.0,49.5%,46.8%,38.7%,48.5%,49.8%,14.0%,3.5,1.8,3.5,1.8
2018 Charleston R32,W vs Buzarnescu,5.1,5.3,4.9,48.8%,47.2%,54.8%,57.7%,47.8%,10.3%,8.5,5.0,2.5,1.3
2018 Indian Wells 125K F,W vs Bondarenko,4.7,5.6,3.7,49.1%,60.5%,50.0%,66.7%,49.2%,19.4%,10.5,9.8,1.0,1.0
Last 52 Weeks (1 matches),,4.4,4.8,3.8,54.7%,15.6%,50.0%,30.0%,54.3%,16.3%,1.0,1.1,-8.5,-13.1
Career (56 matches),,5.1,5.2,5.0,46.1%,44.9%,50.9%,51.0%,50.9%,15.6%,5.3,4.1,-0.1,-0.1
