Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2025 Rome R128,L vs Osaka,15.4%,15.4%,37.7%,13.2%,13.2%,41.3%,12.5%,27.6%,28.6%,30.0%,30.0%,14.3%,0.0%,0.0%,-,97
2024 Olympics R64,L vs Zheng,15.2%,15.2%,14.3%,17.2%,17.2%,12.5%,37.5%,76.9%,100.0%,0.0%,0.0%,25.0%,0.0%,50.0%,0.0%,-119
2024 Rome R64,L vs Svitolina,2.4%,4.8%,31.6%,0.0%,3.3%,33.3%,33.3%,46.7%,60.0%,11.1%,11.1%,25.0%,0.0%,20.0%,0.0%,-23
2024 Madrid R128,W vs Wozniacki,10.3%,12.9%,45.2%,10.5%,13.3%,44.7%,17.6%,31.5%,14.3%,9.1%,9.1%,50.0%,0.0%,16.7%,0.0%,-104
2024 Indian Wells R128,L vs Osaka,21.1%,21.1%,27.9%,23.4%,23.4%,30.6%,19.0%,26.9%,37.5%,12.5%,12.5%,14.3%,0.0%,33.3%,50.0%,-4
2023 Palermo R32,L vs Zheng,6.1%,6.1%,22.6%,7.1%,7.1%,26.9%,28.6%,78.6%,100.0%,0.0%,0.0%,0.0%,0.0%,50.0%,100.0%,-119
2023 Wimbledon R128,L vs Brengle,3.2%,7.9%,35.6%,2.9%,11.8%,48.5%,83.3%,0.0%,0.0%,7.7%,7.7%,0.0%,50.0%,0.0%,0.0%,-36
2023 Roland Garros R64,L vs Begu,10.4%,14.6%,26.8%,8.6%,11.4%,25.0%,27.8%,82.4%,100.0%,18.2%,27.3%,33.3%,20.0%,50.0%,-,58
2023 Roland Garros R128,W vs Teichmann,15.5%,19.0%,49.3%,14.8%,19.7%,57.7%,60.7%,9.1%,16.7%,19.0%,19.0%,23.5%,36.4%,20.0%,0.0%,1
2021 Istanbul R32,L vs Konjuh,15.3%,20.0%,42.6%,14.5%,21.0%,49.1%,57.1%,11.8%,8.3%,21.1%,21.1%,20.0%,41.7%,0.0%,0.0%,81
2021 Bogota R32,W vs Sorribes Tormo,6.1%,9.1%,54.7%,7.3%,12.2%,52.6%,45.0%,14.3%,40.0%,6.3%,6.3%,60.0%,50.0%,12.5%,0.0%,-73
2021 Australian Open R32,L vs Hsieh,10.4%,13.9%,41.4%,12.8%,14.9%,42.7%,12.2%,51.1%,63.6%,0.0%,11.8%,35.3%,33.3%,18.2%,25.0%,-119
2020 Roland Garros R64,L vs Bertens,7.3%,10.9%,46.4%,7.7%,12.5%,50.0%,9.6%,38.5%,38.9%,11.1%,11.1%,25.0%,50.0%,25.0%,25.0%,-49
2020 Palermo QF,L vs Ferro,10.9%,10.9%,31.3%,10.0%,10.0%,30.6%,0.0%,84.0%,100.0%,14.3%,14.3%,33.3%,36.4%,33.3%,0.0%,-23
2020 Acapulco R32,W vs Sorribes Tormo,4.3%,7.4%,50.6%,4.3%,8.7%,50.0%,42.1%,22.6%,11.1%,6.3%,6.3%,53.3%,100.0%,0.0%,0.0%,-73
2019 Bogota QF,L vs Sharma,18.9%,26.4%,42.9%,24.1%,27.6%,40.9%,30.0%,42.1%,100.0%,18.8%,37.5%,46.2%,11.1%,28.6%,50.0%,25
2019 Bogota R16,W vs Schoofs,20.0%,23.6%,52.5%,20.8%,20.8%,52.6%,57.1%,35.3%,60.0%,22.2%,29.6%,52.4%,11.1%,22.2%,0.0%,52
2018 Istanbul R16,L vs Wozniacki,15.5%,21.4%,44.0%,13.3%,20.5%,47.2%,5.4%,78.3%,71.4%,29.4%,29.4%,25.0%,45.5%,50.0%,0.0%,77
2018 Charleston R32,W vs Buzarnescu,12.6%,14.7%,48.1%,15.8%,18.4%,43.8%,87.9%,23.3%,25.0%,0.0%,0.0%,66.7%,100.0%,0.0%,-,-119
2018 Indian Wells 125K F,W vs Bondarenko,16.7%,18.2%,54.9%,22.4%,22.4%,52.6%,40.0%,51.7%,37.5%,0.0%,7.7%,61.5%,80.0%,0.0%,0.0%,-119
Last 52 Weeks (1 matches),,15.4%,15.4%,37.7%,13.2%,13.2%,41.3%,12.5%,27.6%,28.6%,30.0%,30.0%,14.3%,0.0%,0.0%,-,97
Career (56 matches),,12.8%,16.3%,41.9%,12.5%,16.3%,43.7%,32.2%,46.9%,49.4%,16.7%,19.4%,33.9%,28.1%,32.1%,38.3%,44
