Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,2,0,2,0.0%,1-4,20.0%,22-30,42.3%,0-1,0.0%,2,60.0%,26.9%,0.0%,1.6%,82.2%,54.6%,51.5%,54.1%,38.3%,46.6%,0.83,R32 (Stuttgart)
2024,24,10,14,41.7%,20-33,37.7%,209-259,44.7%,1-2,33.3%,24,49.4%,39.7%,0.1%,2.3%,78.5%,52.3%,41.3%,50.0%,45.8%,47.9%,0.92,SF (Bogota)
2023,13,3,10,23.1%,7-22,24.1%,94-154,37.9%,0-1,0.0%,13,41.1%,35.0%,0.0%,2.4%,78.7%,50.0%,34.4%,46.7%,44.2%,45.5%,0.83,R16 (2x)
2022,7,2,5,28.6%,5-10,33.3%,63-76,45.3%,0-1,0.0%,7,50.0%,40.3%,0.0%,2.8%,82.3%,52.8%,38.3%,50.2%,45.6%,47.8%,0.92,R16 (2x)
2021,20,8,12,40.0%,18-27,40.0%,199-233,46.1%,1-3,25.0%,19,46.0%,49.8%,0.1%,3.7%,78.5%,51.7%,36.0%,48.3%,49.6%,49.0%,0.96,QF (3x)
2020,7,4,3,57.1%,10-8,55.6%,91-90,50.3%,1-1,50.0%,7,48.3%,52.2%,0.0%,5.1%,77.4%,54.0%,34.3%,49.5%,50.9%,50.2%,1.01,QF (Palermo)
2019,9,2,7,22.2%,6-15,28.6%,68-107,38.9%,0-0,-,9,35.2%,42.5%,0.2%,12.6%,62.7%,51.5%,29.2%,43.2%,46.9%,45.1%,0.83,QF (Bogota)
2018,18,8,10,44.4%,21-22,48.8%,196-203,49.1%,3-1,75.0%,18,52.3%,46.0%,0.1%,4.7%,79.8%,55.8%,35.6%,51.7%,47.6%,49.6%,0.98,QF (Rabat)
2017,38,20,18,52.6%,45-41,52.3%,397-388,50.6%,6-2,75.0%,38,51.7%,50.4%,0.2%,1.8%,79.5%,53.1%,41.2%,50.7%,49.4%,50.0%,1.00,SF (2x)
2016,46,21,25,45.7%,49-54,47.6%,475-501,48.7%,8-6,57.1%,45,52.8%,44.3%,0.1%,1.6%,84.9%,53.2%,41.8%,51.5%,47.5%,49.5%,0.98,W (Dubai)
2015,76,48,28,63.2%,105-75,58.3%,901-787,53.4%,14-7,66.7%,54,56.7%,53.9%,0.1%,1.9%,83.6%,54.4%,49.1%,53.5%,49.1%,51.4%,1.06,W (Rio de Janeiro)
2014,59,35,24,59.3%,78-58,57.4%,653-602,52.0%,10-7,58.8%,55,-,-,0.2%,1.6%,81.5%,56.4%,45.3%,54.4%,48.1%,51.2%,1.05,F (2x)
2013,71,47,24,66.2%,95-58,62.1%,764-636,54.6%,6-5,54.5%,58,33.3%,74.2%,0.2%,1.7%,82.4%,56.4%,45.1%,54.4%,49.0%,51.7%,1.08,W (Acapulco)
2012,77,55,22,71.4%,114-53,68.3%,854-607,58.5%,7-3,70.0%,66,-,-,0.6%,1.7%,76.2%,59.0%,48.9%,56.6%,50.5%,53.5%,1.16,W (4x)
2011,58,30,28,51.7%,69-62,52.7%,614-590,51.0%,5-8,38.5%,53,-,-,0.5%,2.7%,76.5%,56.9%,45.0%,54.1%,46.9%,50.5%,1.02,F (Pattaya)
2010,66,37,29,56.1%,85-64,57.0%,709-661,51.8%,12-6,66.7%,59,-,-,0.6%,2.1%,75.8%,56.4%,44.7%,53.6%,47.1%,50.3%,1.02,SF (2x)
2009,53,26,27,49.1%,59-57,50.9%,522-521,50.0%,6-3,66.7%,45,-,-,0.4%,3.6%,69.4%,55.8%,45.5%,52.6%,45.5%,49.1%,0.96,F (2x)
2008,53,31,22,58.5%,67-55,54.9%,586-533,52.4%,4-5,44.4%,34,-,-,0.6%,3.5%,63.9%,58.1%,43.8%,52.9%,46.2%,49.6%,0.98,W (2x)
2007,17,10,7,58.8%,22-18,55.0%,195-178,52.3%,3-2,60.0%,12,-,-,1.0%,2.9%,67.6%,55.8%,49.2%,53.7%,44.9%,49.3%,0.97,SF (3x)
2006,6,3,3,50.0%,6-7,46.2%,58-63,47.9%,1-0,100.0%,1,-,-,0.0%,1.8%,76.4%,33.3%,38.5%,34.5%,39.5%,36.7%,0.60,QF (Budapest)
Career,720,400,320,55.6%,882-743,54.3%,7670-7219,51.5%,88-64,57.9%,619,50.9%,47.3%,0.3%,2.5%,77.6%,55.4%,43.9%,52.9%,47.8%,50.3%,1.01,
