Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,18,Hard,34,16,18,47.1%,6,4,2,66.7%,2007,2025,QF,29,1.00,0.5%,2.5%,76.4%,56.1%,40.5%,52.4%,47.6%,56.5%,48.6%
Roland Garros,18,Clay,54,36,18,66.7%,12,8,4,66.7%,2007,2025,F,44,1.05,0.3%,2.3%,79.8%,56.2%,38.9%,52.7%,49.8%,54.3%,55.1%
Wimbledon,15,Grass,23,8,15,34.8%,8,2,6,25.0%,2006,2024,R32,22,0.96,0.2%,2.5%,77.9%,58.0%,41.3%,54.3%,43.9%,53.9%,40.1%
US Open,15,Hard,35,20,15,57.1%,7,4,3,57.1%,2006,2024,SF,30,1.03,0.6%,2.8%,77.1%,57.2%,47.4%,54.9%,46.4%,50.6%,45.5%
Olympics,5,,7,2,5,28.6%,0,0,0,-,2008,2024,R16,5,0.89,0.0%,0.7%,87.3%,49.1%,33.3%,47.1%,47.0%,44.9%,46.5%
Fed Cup,12,,30,14,16,46.7%,6,2,4,33.3%,2008,2019,,11,0.93,0.1%,3.9%,80.5%,51.9%,34.7%,48.5%,47.8%,48.7%,60.9%
Rome,21,Clay,39,17,22,43.6%,5,3,2,60.0%,2004,2025,F,32,0.94,0.1%,2.6%,76.2%,53.7%,40.9%,50.7%,46.2%,50.0%,47.0%
Madrid,13,Clay,29,16,13,55.2%,6,4,2,66.7%,2009,2025,SF,28,0.99,0.3%,2.0%,82.4%,55.9%,45.5%,54.1%,45.6%,54.8%,48.1%
Stuttgart,8,Clay,19,10,9,52.6%,5,3,2,60.0%,2008,2025,SF,15,0.90,0.3%,1.5%,78.5%,55.1%,40.2%,51.9%,43.5%,48.9%,50.9%
Miami,15,Hard,26,11,15,42.3%,6,2,4,33.3%,2008,2025,QF,25,0.97,0.3%,2.9%,75.5%,53.2%,47.0%,51.7%,47.0%,51.7%,47.3%
Indian Wells,15,Hard,30,15,15,50.0%,7,0,7,0.0%,2008,2025,QF,28,1.00,0.1%,2.8%,73.7%,54.0%,46.0%,51.9%,48.1%,51.7%,51.1%
Doha,4,Hard,9,5,4,55.6%,0,0,0,-,2013,2025,QF,9,0.99,0.0%,1.1%,84.3%,55.0%,46.4%,53.6%,46.1%,49.4%,49.3%
