Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2019 W25 Santa Margherita Di Pula QF,L vs Yerolymos,25% (1/4),67% (2/3),0/0,0/0,50% (7/14),0/2,0/1,- (0/0),- (0/0)
2019 W25 Santa Margherita Di Pula R16,W vs Eraydin,75% (6/8),60% (6/10),2/3,1/2,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2019 W25 Santa Margherita Di Pula R32,L vs Chiesa,60% (3/5),50% (2/4),0/0,0/0,50% (5/10),1/3,1/2,- (0/0),- (0/0)
2017 Hammamet $15K SF,L vs Kulik,29% (8/28),32% (7/22),1/4,0/0,61% (11/18),0/2,0/1,50% (3/6),33% (2/6)
2017 Hammamet $15K R16,W vs Crivelletto,67% (6/9),75% (6/8),2/4,1/2,86% (6/7),0/0,0/0,- (0/0),- (0/0)
2017 Brno $15K R16,W vs Mendesova,55% (6/11),75% (6/8),2/3,1/2,100% (5/5),0/0,0/0,- (0/0),- (0/0)
2017 Brno $15K R32,W vs Pektorova,60% (6/10),50% (6/12),2/4,1/2,0% (0/3),0/0,0/0,- (0/0),- (0/0)
2017 Podgorica $25K R16,L vs Gatto Monticone,33% (4/12),33% (2/6),0/0,0/0,75% (15/20),1/3,0/1,- (0/0),- (0/0)
2017 Graz $15K QF,L vs Bondar,44% (7/16),60% (3/5),1/1,0/0,45% (5/11),0/2,0/1,- (0/0),- (0/0)
2017 Graz $15K R16,W vs Altick,43% (6/14),47% (8/17),2/5,1/2,64% (9/14),1/2,0/0,- (0/0),- (0/0)
2017 Graz $15K R32,W vs Koller,50% (6/12),60% (6/10),2/4,1/1,40% (2/5),0/0,0/0,- (0/0),- (0/0)
2017 Arad $15K F,L vs Ruse,43% (3/7),33% (2/6),0/0,0/0,67% (12/18),5/7,4/5,- (0/0),- (0/0)
2017 Arad $15K SF,W vs Ene,50% (6/12),60% (6/10),2/2,1/1,67% (6/9),4/4,0/0,100% (4/4),75% (3/4)
2017 Budapest $100K R32,L vs Duque Marino,100% (1/1),33% (1/3),0/0,0/0,45% (5/11),1/3,1/2,- (0/0),- (0/0)
2017 Tarvisio $15K F,W vs Bilardo,60% (6/10),60% (6/10),2/8,1/4,78% (7/9),0/0,0/0,- (0/0),- (0/0)
2017 Tarvisio $15K SF,W vs Sabino,71% (5/7),64% (7/11),2/5,1/3,67% (4/6),0/0,0/0,- (0/0),- (0/0)
2017 Tarvisio $15K QF,W vs Cuk,86% (6/7),46% (6/13),2/3,1/2,0% (0/2),0/0,0/0,- (0/0),- (0/0)
2017 Tarvisio $15K R16,W vs Prochazkova,47% (7/15),43% (6/14),2/2,1/1,50% (5/10),5/6,0/0,- (0/0),- (0/0)
2017 Tarvisio $15K R32,W vs Masini,50% (6/12),86% (6/7),2/4,1/3,50% (2/4),0/0,0/0,- (0/0),- (0/0)
2017 Maribor $15K SF,W vs Cuk,70% (7/10),83% (5/6),2/4,1/2,63% (5/8),1/1,0/0,38% (3/8),75% (6/8)
2019 (3 matches),,58.8%,58.8%,66.7%,50.0%,53.8%,20.0%,33.3%,-,-
2017 (35 matches),,51.3%,56.3%,49.5%,54.5%,55.0%,54.4%,50.0%,61.9%,57.1%
2016 (25 matches),,48.5%,51.1%,57.4%,50.0%,45.9%,40.4%,36.8%,31.8%,39.1%
2015 (14 matches),,51.1%,54.4%,46.2%,36.8%,43.4%,43.8%,56.3%,40.0%,43.8%
Career (77 matches),,50.5%,54.2%,51.2%,49.5%,49.7%,45.9%,46.7%,49.4%,49.4%
