Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,17,7,10,41.2%,15-17,46.9%,137-142,49.1%,0-1,0.0%,0,,,,,,,,,,,
Clay,331,191,140,57.7%,415-312,57.1%,3464-3063,53.1%,30-27,52.6%,1,62.5%,0.0%,0.0%,6.5%,52.2%,62.5%,63.6%,63.0%,24.0%,42.7%,0.65
Carpet,1,0,1,0.0%,0-2,0.0%,7-13,35.0%,0-0,-,0,,,,,,,,,,,
Finals,18,5,13,27.8%,15-27,35.7%,179-210,46.0%,1-1,50.0%,0,,,,,,,,,,,
Semi-finals,29,18,11,62.1%,38-25,60.3%,311-262,54.3%,4-2,66.7%,0,,,,,,,,,,,
Quarter-finals,53,29,24,54.7%,66-49,57.4%,550-467,54.1%,3-5,37.5%,0,,,,,,,,,,,
vs Righties,207,104,103,50.2%,230-220,51.1%,2055-2016,50.5%,21-13,61.8%,1,62.5%,0.0%,0.0%,6.5%,52.2%,62.5%,63.6%,63.0%,24.0%,42.7%,0.65
vs Lefties,20,13,7,65.0%,23-15,60.5%,195-157,55.4%,1-3,25.0%,0,,,,,,,,,,,
