Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,31,11,20,35.5%,23-42,35.4%,259-325,44.3%,2-4,33.3%,1,-,-,0.0%,6.1%,54.5%,41.7%,56.7%,48.5%,39.3%,44.1%,0.76
Clay,42,13,29,31.0%,35-61,36.5%,385-473,44.9%,1-5,16.7%,0,,,,,,,,,,,
Grass,11,4,7,36.4%,10-14,41.7%,93-109,46.0%,0-0,-,1,-,-,0.0%,6.3%,72.9%,40.0%,38.5%,39.6%,34.6%,37.0%,0.57
Carpet,2,0,2,0.0%,0-4,0.0%,13-26,33.3%,1-0,100.0%,0,,,,,,,,,,,
Grand Slams,17,5,12,29.4%,15-24,38.5%,148-185,44.4%,0-2,0.0%,1,-,-,0.0%,6.3%,72.9%,40.0%,38.5%,39.6%,34.6%,37.0%,0.57
Premiers,4,1,3,25.0%,3-7,30.0%,35-50,41.2%,0-0,-,0,,,,,,,,,,,
Internationals,23,8,15,34.8%,18-32,36.0%,206-255,44.7%,2-3,40.0%,1,-,-,0.0%,6.1%,54.5%,41.7%,56.7%,48.5%,39.3%,44.1%,0.76
Finals,1,0,1,0.0%,1-2,33.3%,11-14,44.0%,0-0,-,0,,,,,,,,,,,
Semi-finals,1,1,0,100.0%,2-0,100.0%,13-9,59.1%,1-0,100.0%,0,,,,,,,,,,,
Quarter-finals,1,1,0,100.0%,0-0,-,0-0,-,0-0,-,0,,,,,,,,,,,
vs Righties,73,21,52,28.8%,54-107,33.5%,631-810,43.8%,3-9,25.0%,2,-,-,0.0%,6.1%,62.3%,40.8%,51.2%,44.7%,37.2%,41.0%,0.67
vs Lefties,2,0,2,0.0%,0-4,0.0%,4-24,14.3%,0-0,-,0,,,,,,,,,,,
vs Top 10,2,0,2,0.0%,1-4,20.0%,16-29,35.6%,0-0,-,0,,,,,,,,,,,
