Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
2005,342,73,201,1464,186,1445,202,1406,,,,,,
2004,281,91,,,,,,,,,,,,
2003,151,209,166,1516,151,1499,172,1456,150,1454,,,,
2002,166,192,157,1570,133,1541,164,1494,136,1477,,,,
2001,100,373,139,1601,129,1558,134,1534,116,1519,,,,
2000,175,147,149,1562,154,1493,142,1518,113,1515,,,,
1999,80,369,130,1611,140,1509,135,1520,69,1610,,,,
1998,114,237,135,1581,152,1469,122,1547,97,1532,,,,
1997,122,198,142,1570,148,1479,123,1537,97,1530,,,,
1996,200,91,,,,,,,,,,,,
1995,177,8,,,,,,,,,,,,
1994,297,3,,,,,,,,,,,,
1992,381,1,,,,,,,,,,,,
1991,359,1,298,1496,339,1374,218,1525,170,1415,,,,
