Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,7,Hard,11,4,7,36.4%,1,0,1,0.0%,1996,2003,R64,0,,,,,,,,,,
Roland Garros,7,Clay,11,4,7,36.4%,4,1,3,25.0%,1997,2003,R128,0,,,,,,,,,,
Wimbledon,8,Grass,19,10,9,52.6%,1,1,0,100.0%,1996,2003,R32,1,0.57,0.0%,6.3%,72.9%,40.0%,38.5%,39.6%,34.6%,0.0%,50.0%
US Open,8,Hard,11,3,8,27.3%,3,1,2,33.3%,1996,2003,R64,0,,,,,,,,,,
Fed Cup,3,,6,4,2,66.7%,1,1,0,100.0%,2000,2002,,0,,,,,,,,,,
Tokyo,5,Carpet,14,7,7,50.0%,6,3,3,50.0%,1996,2001,R32,0,,,,,,,,,,
Hamburg,5,Clay,13,7,6,53.8%,0,0,0,-,1994,2001,R16,0,,,,,,,,,,
Auckland,5,Hard,11,6,5,54.5%,6,1,5,16.7%,1996,2002,R32,0,,,,,,,,,,
Birmingham,5,Grass,10,5,5,50.0%,2,1,1,50.0%,1995,2000,R32,0,,,,,,,,,,
Palermo,4,Clay,6,2,4,33.3%,0,0,0,-,1993,2002,R16,0,,,,,,,,,,
ITF Le Havre,3,Clay,8,5,3,62.5%,2,2,0,100.0%,1990,1992,R32,0,,,,,,,,,,
