Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,8,Hard,13,5,8,38.5%,3,2,1,66.7%,2010,2022,R64,12,0.82,1.7%,9.1%,60.1%,56.5%,36.8%,48.6%,41.9%,37.9%,41.4%
Roland Garros,6,Clay,7,1,6,14.3%,1,0,1,0.0%,2010,2022,Q2,3,1.04,0.4%,6.0%,60.9%,61.6%,42.3%,54.0%,47.8%,48.3%,65.2%
Wimbledon,6,Grass,7,1,6,14.3%,2,0,2,0.0%,2010,2019,R128,2,0.82,1.5%,3.8%,67.9%,56.2%,28.6%,47.3%,43.0%,35.3%,53.8%
US Open,8,Hard,12,4,8,33.3%,4,2,2,50.0%,2009,2019,Q3,5,0.92,2.0%,8.7%,64.5%,59.7%,42.5%,53.6%,42.6%,52.9%,42.6%
Fed Cup,1,,2,1,1,50.0%,0,0,0,-,2010,2010,,0,,,,,,,,,,
Hua Hin,4,Hard,5,1,4,20.0%,1,0,1,0.0%,2015,2023,R32,4,0.97,1.2%,12.4%,52.5%,59.1%,38.3%,49.2%,49.1%,32.3%,54.8%
Seoul,4,Hard,10,6,4,60.0%,2,2,0,100.0%,2009,2022,R32,6,0.95,1.0%,11.2%,58.4%,60.4%,36.3%,50.4%,47.1%,36.0%,59.6%
Washington,2,Hard,2,0,2,0.0%,0,0,0,-,2018,2022,R32,2,0.71,0.0%,9.6%,66.3%,52.2%,22.9%,42.3%,41.0%,36.8%,29.4%
Doha,2,Hard,2,0,2,0.0%,0,0,0,-,2018,2020,Q1,2,0.48,0.0%,12.5%,64.8%,61.4%,22.6%,47.7%,25.3%,33.3%,0.0%
Dubai,2,Hard,3,1,2,33.3%,1,1,0,100.0%,2019,2020,Q2,3,0.85,0.9%,9.0%,66.4%,55.7%,33.8%,48.3%,44.0%,34.5%,53.8%
Beijing,9,Hard,11,2,9,18.2%,4,2,2,50.0%,2007,2019,R64,6,0.76,1.4%,8.9%,55.1%,54.8%,37.7%,47.1%,40.0%,50.0%,45.7%
