Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2016 Australian Open R64,L vs Putintseva,82.8,85.2,6.6,,,101,72,76.2,3.5,,,82,69
Career (1 matches),,82.8,85.2,6.6,,,101,72,76.2,3.5,,,82,69
