Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2020,1,0,1,0.0%,0-2,0.0%,2-12,14.3%,0-0,-,1,28.6%,0.0%,0.0%,13.3%,42.2%,57.9%,34.6%,44.4%,29.3%,37.2%,0.53,R32 (Hua Hin)
2019,7,3,4,42.9%,7-8,46.7%,64-75,46.0%,1-1,50.0%,7,57.4%,34.8%,0.7%,3.9%,71.6%,56.9%,41.9%,52.6%,44.6%,48.5%,0.94,QF (Lausanne)
2018,4,1,3,25.0%,2-6,25.0%,25-40,38.5%,0-0,-,4,42.4%,34.4%,1.9%,8.4%,62.3%,55.2%,33.3%,47.0%,41.7%,44.4%,0.79,R16 (Nanchang)
2017,16,8,8,50.0%,16-18,47.1%,153-165,48.1%,2-2,50.0%,16,56.4%,40.5%,1.5%,8.6%,62.7%,60.0%,40.5%,52.7%,45.2%,49.0%,0.96,SF (2x)
2016,11,5,6,45.5%,12-15,44.4%,122-130,48.4%,0-3,0.0%,11,57.5%,41.6%,1.9%,7.2%,61.0%,60.5%,39.4%,52.3%,44.6%,48.7%,0.94,QF (Tianjin)
2015,2,0,2,0.0%,1-4,20.0%,19-29,39.6%,0-0,-,0,,,,,,,,,,,,R32 (Tianjin)
2013,1,0,1,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,1,-,-,0.0%,16.4%,65.5%,36.1%,26.3%,32.7%,56.0%,43.8%,0.83,R32 (Seoul)
2011,6,2,4,33.3%,4-10,28.6%,47-72,39.5%,1-0,100.0%,4,-,-,1.1%,8.5%,61.4%,61.1%,41.9%,53.7%,42.1%,48.0%,0.91,QF (Bogota)
2010,7,3,4,42.9%,8-10,44.4%,69-81,46.0%,1-0,100.0%,5,-,-,0.8%,7.0%,62.4%,56.9%,37.9%,49.7%,45.1%,47.3%,0.90,QF (Guangzhou)
2009,2,0,2,0.0%,1-4,20.0%,23-29,44.2%,0-1,0.0%,1,-,-,0.0%,11.1%,50.0%,48.1%,37.0%,42.6%,41.3%,41.9%,0.72,R32 (Guangzhou)
2008,3,1,2,33.3%,3-4,42.9%,31-32,49.2%,0-0,-,1,-,-,1.8%,10.7%,71.4%,60.0%,31.3%,51.8%,28.6%,40.2%,0.59,R16 (Palermo)
Career,60,23,37,38.3%,54-83,39.4%,562-677,45.4%,5-7,41.7%,51,55.2%,38.6%,1.3%,7.7%,62.9%,58.6%,39.2%,51.4%,44.1%,47.8%,0.91,
