Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,47,17,30,36.2%,40-67,37.4%,431-536,44.6%,3-7,30.0%,41,54.3%,39.3%,1.4%,8.4%,62.0%,58.2%,38.3%,50.7%,44.3%,47.5%,0.90
Clay,12,6,6,50.0%,14-14,50.0%,124-129,49.0%,2-0,100.0%,9,60.3%,35.0%,1.0%,5.0%,67.4%,61.0%,44.4%,55.6%,43.6%,49.5%,0.98
Grass,1,0,1,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,1,-,-,0.0%,3.9%,62.7%,46.9%,36.8%,43.1%,43.3%,43.2%,0.76
Grand Slams,5,1,4,20.0%,2-8,20.0%,32-54,37.2%,0-0,-,5,52.2%,30.4%,1.1%,9.8%,57.0%,56.3%,36.0%,47.5%,41.7%,44.5%,0.79
Premiers,1,0,1,0.0%,1-2,33.3%,8-14,36.4%,0-0,-,1,45.5%,27.3%,2.7%,4.1%,56.8%,54.8%,40.6%,48.6%,41.1%,44.9%,0.80
Internationals,49,21,28,42.9%,48-65,42.5%,478-553,46.4%,5-6,45.5%,43,55.7%,39.5%,1.3%,7.6%,63.9%,59.0%,39.5%,52.0%,44.8%,48.5%,0.93
Semi-finals,2,0,2,0.0%,0-4,0.0%,11-25,30.6%,0-0,-,2,55.6%,5.6%,4.5%,9.0%,63.1%,60.0%,41.5%,53.2%,31.9%,42.3%,0.68
Quarter-finals,6,2,4,33.3%,6-9,40.0%,66-75,46.8%,0-1,0.0%,6,55.3%,44.7%,1.3%,7.4%,64.4%,59.9%,38.7%,52.3%,45.0%,48.6%,0.94
vs Righties,55,21,34,38.2%,48-76,38.7%,504-621,44.8%,5-5,50.0%,47,54.2%,39.3%,1.2%,8.1%,62.9%,58.5%,38.7%,51.2%,44.4%,47.8%,0.91
vs Lefties,5,2,3,40.0%,6-7,46.2%,58-56,50.9%,0-2,0.0%,4,62.5%,33.3%,2.3%,4.0%,63.4%,59.1%,44.1%,53.6%,41.9%,48.1%,0.90
vs Top 10,2,0,2,0.0%,1-4,20.0%,23-30,43.4%,0-1,0.0%,1,-,-,0.0%,11.1%,50.0%,48.1%,37.0%,42.6%,41.3%,41.9%,0.72
