Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2022,7,3,4,42.9%,6-8,42.9%,62-70,47.0%,1-1,50.0%,0,,,,,,,,,,,,QF (W15 Monastir)
2020,2,0,2,0.0%,1-4,20.0%,20-28,41.7%,0-0,-,0,,,,,,,,,,,,R32 (2x)
2019,23,12,11,52.2%,26-24,52.0%,213-224,48.7%,2-1,66.7%,4,37.1%,30.6%,0.5%,9.5%,70.7%,52.9%,27.7%,45.5%,42.2%,43.8%,0.78,W (W60 Luan)
2018,37,27,10,73.0%,56-27,67.5%,412-334,55.2%,4-1,80.0%,9,58.6%,46.6%,0.5%,9.3%,65.4%,62.9%,36.5%,53.8%,48.8%,51.3%,1.05,W (2x)
2017,30,15,15,50.0%,33-35,48.5%,318-323,49.6%,4-3,57.1%,4,45.8%,44.9%,1.5%,12.9%,56.8%,54.4%,41.5%,48.8%,47.8%,48.3%,0.93,SF (2x)
2016,29,20,9,69.0%,46-19,70.8%,338-258,56.7%,2-1,66.7%,4,60.0%,48.6%,1.2%,9.3%,62.5%,59.4%,45.2%,54.0%,49.6%,51.9%,1.08,W (2x)
2015,53,32,21,60.4%,72-48,60.0%,584-509,53.4%,8-4,66.7%,0,,,,,,,,,,,,F (2x)
2014,49,29,20,59.2%,62-45,57.9%,527-459,53.4%,5-5,50.0%,2,-,-,0.0%,11.5%,58.5%,55.3%,40.7%,49.2%,37.6%,43.2%,0.74,W (Glen Iris 15K)
2013,24,15,9,62.5%,31-21,59.6%,236-200,54.1%,2-1,66.7%,0,,,,,,,,,,,,W (Seoul 15K)
2012,34,17,17,50.0%,42-40,51.2%,366-373,49.5%,1-1,50.0%,0,,,,,,,,,,,,F (Sanya 25K)
2011,13,3,10,23.1%,10-19,34.5%,102-148,40.8%,2-1,66.7%,0,,,,,,,,,,,,R16 (3x)
2010,30,19,11,63.3%,40-28,58.8%,334-311,51.8%,4-3,57.1%,0,,,,,,,,,,,,SF (4x)
2009,47,36,11,76.6%,77-26,74.8%,546-335,62.0%,3-1,75.0%,0,,,,,,,,,,,,W (3x)
2008,10,4,6,40.0%,9-13,40.9%,100-104,49.0%,0-1,0.0%,0,,,,,,,,,,,,R16 (4x)
2007,30,17,13,56.7%,36-31,53.7%,308-269,53.4%,1-3,25.0%,0,,,,,,,,,,,,F (Taizou 25K)
2006,26,18,8,69.2%,40-24,62.5%,318-255,55.5%,4-2,66.7%,0,,,,,,,,,,,,W (Montemor-o-Novo 10K)
2005,8,3,5,37.5%,7-11,38.9%,76-93,45.0%,0-2,0.0%,0,,,,,,,,,,,,QF (Beijing 1 50K)
Career,452,270,182,59.7%,594-423,58.4%,4860-4293,53.1%,43-31,58.1%,23,52.2%,43.8%,0.8%,10.3%,63.2%,58.3%,38.7%,51.1%,46.6%,48.9%,0.95,
