Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2024 Australian Open Q2,L vs Molcan,73.8%,45.8%,3.1%,0/2,2.49,20.4%,75.0%,36.1%,0.0%,2.52,35.7%,85.7%,75.0%,14.3%,2.45,0.0%
2024 Australian Open Q1,W vs Giannessi,54.0%,48.1%,4.0%,1/1,2.31,50.0%,58.1%,50.0%,0.0%,2.38,76.7%,75.0%,44.4%,16.7%,2.19,5.6%
2023 Australian Open R64,L vs Medvedev,74.5%,47.9%,2.0%,0/2,2.24,5.8%,67.2%,37.8%,0.0%,2.19,8.9%,100.0%,64.3%,7.1%,2.33,0.0%
2023 Australian Open R128,W vs Huesler,65.3%,50.5%,6.5%,5/6,2.24,12.1%,53.8%,53.6%,3.8%,2.17,16.9%,84.6%,47.3%,10.8%,2.38,2.6%
2022 US Open R128,L vs Nava,63.9%,44.4%,10.3%,8/8,2.29,9.2%,60.6%,45.6%,6.4%,2.10,13.2%,82.4%,42.9%,19.6%,2.54,3.8%
2022 Australian Open R128,W vs Lopez,60.6%,65.0%,4.5%,3/3,2.56,60.2%,51.3%,52.5%,0.0%,2.48,70.4%,81.6%,77.5%,12.2%,2.69,44.1%
2021 St Petersburg QF,L vs Fritz,58.3%,46.4%,12.5%,3/3,-,4.9%,46.2%,58.3%,0.0%,-,5.0%,80.0%,37.5%,30.0%,-,4.8%
2021 St Petersburg R16,W vs Karatsev,62.9%,53.8%,3.2%,0/2,2.00,0.0%,66.7%,46.4%,0.0%,2.08,0.0%,78.6%,72.7%,14.3%,1.90,0.0%
2021 Rome R32,L vs Berrettini,68.0%,38.2%,2.0%,1/0,2.07,13.3%,57.6%,36.8%,0.0%,1.90,16.7%,88.2%,40.0%,5.9%,2.40,6.7%
2021 Madrid R64,W vs Hurkacz,61.6%,45.9%,0.0%,0/0,2.44,10.0%,49.0%,36.0%,0.0%,2.34,16.3%,80.0%,52.8%,0.0%,2.61,0.0%
2021 Rotterdam R16,L vs De Minaur,72.1%,48.4%,2.3%,0/1,2.35,9.6%,59.3%,25.0%,0.0%,2.57,23.8%,93.8%,73.3%,6.3%,2.19,0.0%
2020 Nur Sultan F,W vs Mannarino,75.8%,55.3%,0.0%,0/0,2.53,3.6%,60.0%,42.9%,0.0%,2.41,6.9%,100.0%,65.4%,0.0%,2.65,0.0%
2020 US Open R128,W vs Basilashvili,72.0%,54.2%,2.4%,1/1,-,0.0%,66.7%,53.1%,2.1%,-,0.0%,84.4%,55.6%,3.1%,-,0.0%
2020 Australian Open R32,L vs Federer,67.1%,43.0%,3.5%,5/1,2.46,33.6%,62.5%,38.6%,2.7%,2.59,36.7%,84.6%,50.0%,5.8%,2.25,28.8%
2019 Tokyo F,L vs Djokovic,53.2%,44.0%,0.0%,0/0,2.64,9.5%,40.0%,33.3%,0.0%,2.58,15.4%,76.5%,53.8%,0.0%,2.75,0.0%
2019 Tokyo SF,W vs Opelka,51.6%,53.1%,3.2%,0/2,2.13,6.8%,55.3%,52.4%,0.0%,2.00,15.8%,55.0%,54.5%,10.0%,2.22,0.0%
2019 Sydney QF,L vs Simon,83.3%,40.0%,3.3%,1/2,2.25,1.1%,80.0%,37.5%,5.0%,2.15,1.7%,93.1%,44.4%,0.0%,2.43,0.0%
2019 Sydney R16,W vs Fucsovics,75.5%,47.5%,0.0%,0/0,2.60,15.9%,74.2%,39.1%,0.0%,2.48,18.8%,85.0%,58.8%,0.0%,2.92,8.3%
2019 Brisbane R16,L vs Dimitrov,71.4%,46.7%,9.5%,2/4,2.65,55.8%,57.1%,40.0%,11.4%,2.73,46.4%,96.2%,52.0%,7.7%,2.50,73.3%
2018 US Open QF,L vs Djokovic,73.3%,33.3%,5.8%,4/1,2.71,11.3%,75.9%,34.1%,3.4%,2.76,15.7%,79.2%,31.6%,12.5%,2.56,0.0%
Career (29 matches),,68.0%,47.9%,3.8%,54.3%,2.35,16.2%,62.8%,43.7%,2.0%,2.33,21.6%,84.2%,53.3%,7.4%,2.39,8.0%
