Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2024,1162,8,,,,,,,,,532,90,,
2023,483,85,,,,,,,,,,,,
2022,147,378,124,1659,110,1624,126,1599,96,1571,,,,
2021,72,875,67,1751,65,1712,80,1681,68,1623,,,,
2020,38,1421,37,1810,32,1777,59,1707,,,,,,
2019,48,1026,65,1772,58,1735,59,1704,61,1651,342,135,,
2018,38,1083,40,1807,38,1766,51,1727,41,1690,285,160,,
2017,128,436,82,1731,65,1706,120,1593,77,1613,227,285,,
2016,84,665,50,1799,47,1752,94,1653,53,1660,,,,
2015,92,611,95,1707,88,1665,106,1614,75,1620,593,92,,
2014,156,328,100,1686,88,1654,,,,,,,,
2013,190,266,151,1607,157,1543,192,1494,,,367,167,,
2012,199,239,252,1482,232,1440,300,1348,192,1441,710,54,,
2011,541,51,315,1380,285,1362,322,1304,243,1341,987,25,,
2010,204,243,208,1530,181,1499,282,1380,181,1438,495,94,,
2009,307,137,,,,,,,,,663,55,,
2008,564,44,,,,,,,,,1419,8,,
2007,1479,1,,,,,,,,,,,,
