Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,14,Hard,27,13,14,48.1%,11,5,6,45.5%,2009,2024,R32,25,0.97,5.4%,2.3%,63.8%,66.4%,50.4%,60.6%,38.0%,56.8%,45.0%
Roland Garros,8,Clay,9,1,8,11.1%,6,2,4,33.3%,2010,2022,R128,9,0.80,2.4%,2.4%,63.4%,61.4%,49.6%,57.1%,34.5%,56.8%,45.2%
Wimbledon,9,Grass,18,9,9,50.0%,9,2,7,22.2%,2010,2022,R32,14,1.02,4.2%,2.1%,63.7%,70.4%,54.3%,64.6%,36.0%,55.1%,45.0%
US Open,10,Hard,20,10,10,50.0%,10,3,7,30.0%,2010,2023,QF,20,1.06,4.5%,2.4%,61.9%,68.3%,54.5%,63.0%,39.3%,63.1%,41.2%
Olympics,2,,4,2,2,50.0%,2,1,1,50.0%,2016,2021,R32,2,1.36,7.1%,0.0%,60.2%,62.7%,71.8%,66.3%,45.7%,0.0%,57.1%
Davis Cup,4,,6,3,3,50.0%,6,4,2,66.7%,2017,2021,,6,1.07,4.1%,1.0%,72.2%,67.5%,49.7%,62.5%,40.2%,66.7%,42.9%
Brisbane,5,Hard,17,10,7,58.8%,7,4,3,57.1%,2010,2018,R16,17,1.08,6.6%,3.2%,64.4%,71.0%,53.7%,64.9%,37.8%,61.1%,38.5%
Eastbourne,5,Grass,13,8,5,61.5%,7,5,2,71.4%,2012,2022,QF,13,1.07,4.8%,3.2%,60.9%,71.0%,54.9%,64.7%,37.8%,63.0%,31.9%
Sydney,5,Hard,10,5,5,50.0%,8,4,4,50.0%,2011,2019,QF,10,1.00,6.7%,2.6%,63.4%,68.4%,53.8%,63.1%,37.0%,60.0%,43.8%
Cincinnati Masters,5,Hard,9,4,5,44.4%,4,2,2,50.0%,2016,2022,R32,9,0.97,4.2%,2.3%,58.8%,68.0%,58.4%,64.0%,35.0%,67.1%,32.2%
Winston-Salem,4,Hard,11,7,4,63.6%,4,0,4,0.0%,2016,2022,SF,11,1.10,8.7%,3.6%,55.6%,72.6%,52.9%,63.9%,39.8%,59.1%,45.2%
Indian Wells Masters,4,Hard,9,4,5,44.4%,5,2,3,40.0%,2016,2022,R64,9,0.98,3.9%,2.4%,61.5%,66.3%,50.0%,60.0%,39.0%,59.7%,53.1%
