Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2024 Australian Open Q2,L vs Molcan,12,32,0.4,9.8%,26.2%,9,32,0.3,8.0%,28.3%,3.5%,4.4%,0.5,13.1%,27.0%
2024 Australian Open Q1,W vs Giannessi,10,25,0.4,8.7%,21.7%,8,24,0.3,7.8%,23.5%,6.9%,1.0%,0.4,10.4%,24.3%
2023 Australian Open R64,L vs Medvedev,16,39,0.4,8.9%,21.8%,16,38,0.4,9.7%,23.0%,6.1%,3.6%,0.8,16.8%,21.2%
2023 Australian Open R128,W vs Huesler,55,39,1.4,16.1%,11.4%,45,36,1.3,14.7%,11.7%,9.1%,4.9%,1.1,19.4%,17.0%
2022 US Open R128,L vs Nava,29,62,0.5,8.5%,18.2%,18,55,0.3,6.1%,18.5%,3.0%,2.7%,0.7,18.5%,25.6%
2022 Wimbledon R128,L vs Kecmanovic,37,46,0.8,16.6%,20.6%,30,44,0.7,14.6%,21.4%,9.2%,4.9%,0.6,14.8%,23.3%
2022 Australian Open R128,W vs Lopez,39,28,1.4,15.4%,11.1%,33,28,1.2,15.3%,13.0%,7.9%,6.9%,0.9,19.4%,21.7%
2021 St. Petersburg QF,L vs Fritz,16,22,0.7,16.0%,22.0%,13,20,0.7,14.8%,22.7%,4.5%,5.7%,1.3,23.0%,18.0%
2021 St. Petersburg R16,W vs Karatsev,12,11,1.1,10.8%,9.9%,9,11,0.8,9.2%,11.2%,5.1%,1.0%,0.6,18.0%,27.9%
2021 US Open R128,L vs Laaksonen,16,43,0.4,8.0%,21.5%,13,40,0.3,7.5%,23.0%,4.6%,1.1%,0.9,16.5%,17.5%
2021 Wimbledon R128,L vs Bautista Agut,32,49,0.7,14.0%,21.5%,23,48,0.5,10.7%,22.4%,7.0%,3.7%,0.7,11.4%,17.5%
2021 Rome Masters R32,L vs Berrettini,14,22,0.6,12.8%,20.2%,14,20,0.7,13.3%,19.0%,2.9%,1.9%,1.3,28.4%,22.0%
2021 Madrid Masters R64,W vs Hurkacz,19,35,0.5,9.6%,17.8%,18,34,0.5,9.9%,18.8%,5.5%,4.4%,0.6,16.2%,27.4%
2021 Rotterdam R32,L vs De Minaur,9,23,0.4,8.7%,22.3%,8,22,0.4,8.3%,22.9%,3.1%,5.2%,0.8,18.4%,23.3%
2021 Australian Open R128,L vs Moutet,30,58,0.5,10.0%,19.3%,30,58,0.5,10.1%,19.6%,,,0.7,12.7%,18.3%
2020 Nur-Sultan F,W vs Mannarino,17,27,0.6,12.9%,20.5%,14,25,0.6,11.1%,19.8%,7.1%,4.0%,0.3,8.3%,26.5%
2020 Roland Garros R128,L vs Carreno Busta,23,31,0.7,12.2%,16.4%,23,31,0.7,12.6%,17.0%,,,1.1,15.9%,14.8%
2020 US Open R64,L vs Tiafoe,50,54,0.9,15.3%,16.5%,36,49,0.7,12.4%,16.9%,5.5%,5.5%,0.6,13.5%,22.3%
2020 US Open R128,W vs Basilashvili,18,35,0.5,10.3%,20.0%,12,35,0.3,7.4%,21.5%,4.9%,2.5%,0.3,8.0%,32.0%
2020 Australian Open R32,L vs Federer,29,44,0.7,8.1%,12.3%,29,44,0.7,9.0%,13.7%,,,0.6,12.8%,21.2%
Career (66 matches),,1578,2141,0.7,11.7%,15.9%,1321,2031,0.7,10.8%,16.7%,4.7%,3.8%,0.8,16.5%,21.4%
