Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,190,89,101,46.8%,237-262,47.5%,2473-2462,50.1%,40-55,42.1%,188,76.9%,23.2%,5.4%,2.3%,62.3%,68.5%,52.7%,62.6%,37.4%,50.2%,1.00
Clay,49,19,30,38.8%,49-73,40.2%,551-636,46.4%,12-8,60.0%,49,71.3%,21.3%,3.3%,2.4%,62.4%,65.2%,50.6%,59.7%,37.5%,48.7%,0.93
Grass,31,13,18,41.9%,38-51,42.7%,421-459,47.8%,9-11,45.0%,31,78.6%,17.3%,3.9%,2.1%,62.4%,69.4%,53.8%,63.5%,34.7%,49.1%,0.95
Grand Slams,51,21,30,41.2%,84-106,44.2%,913-942,49.2%,12-22,35.3%,51,76.4%,22.5%,4.8%,2.1%,63.6%,67.6%,52.5%,62.1%,37.3%,49.8%,0.98
Masters,39,15,24,38.5%,38-52,42.2%,420-477,46.8%,9-8,52.9%,39,72.2%,20.9%,4.4%,2.6%,61.6%,65.7%,51.5%,60.2%,36.8%,48.7%,0.93
Other Tours,174,82,92,47.1%,194-219,47.0%,2021-2046,49.7%,36-42,46.2%,172,77.2%,22.0%,5.0%,2.4%,61.4%,68.8%,52.8%,62.7%,36.9%,49.9%,0.99
Best of 5,52,21,31,40.4%,85-109,43.8%,932-967,49.1%,13-22,37.1%,52,76.2%,22.4%,4.8%,2.1%,63.6%,67.6%,52.3%,62.0%,37.4%,49.8%,0.98
Best of 3,218,100,118,45.9%,239-277,46.3%,2513-2590,49.2%,48-52,48.0%,216,76.1%,22.0%,4.8%,2.3%,61.8%,68.2%,52.5%,62.2%,37.0%,49.8%,0.98
Finals,3,1,2,33.3%,2-4,33.3%,27-31,46.6%,0-0,-,3,75.9%,17.2%,3.2%,2.6%,60.3%,63.2%,60.0%,61.9%,37.4%,49.5%,0.98
Semi-finals,5,3,2,60.0%,7-6,53.8%,73-74,49.7%,4-3,57.1%,5,80.3%,17.4%,4.3%,1.7%,64.6%,71.5%,52.6%,64.8%,33.5%,49.8%,0.95
Quarter-finals,19,5,14,26.3%,16-31,34.0%,218-256,46.0%,2-7,22.2%,19,74.1%,18.9%,4.8%,2.7%,60.1%,67.9%,50.6%,61.0%,35.0%,48.2%,0.90
vs Righties,232,98,134,42.2%,268-334,44.5%,2902-3031,48.9%,51-66,43.6%,230,75.7%,22.1%,4.7%,2.3%,62.4%,67.7%,52.6%,62.0%,37.0%,49.6%,0.97
vs Lefties,38,23,15,60.5%,56-52,51.9%,543-526,50.8%,10-8,55.6%,38,78.6%,22.3%,5.7%,2.1%,61.8%,69.8%,52.1%,63.1%,37.6%,50.6%,1.02
vs Top 10,23,1,22,4.3%,15-55,21.4%,281-407,40.8%,4-9,30.8%,23,69.1%,13.8%,3.5%,2.1%,62.0%,63.2%,51.7%,58.8%,32.7%,46.1%,0.79
