Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2022 US Open R128,L vs Nava,99.7,108.0,13.2,110.8,105.6,123,69,85.9,7.9,78.7,88.3,97,62
2021 US Open R128,L vs Laaksonen,96.9,104.6,13.7,111.1,99.5,122,62,82.6,9.4,93.5,84.3,100,66
2021 Wimbledon R128,L vs Bautista Agut,104.5,114.7,5.8,117.1,110.8,123,100,87.3,7.2,90.6,95.8,111,76
2019 US Open R128,L vs Nadal,105.9,113.2,6.3,116.9,109.8,122,97,90.8,4.0,85.8,87.3,99,83
2019 Roland Garros R128,L vs Zverev,102.2,112.0,6.9,,,123,88,88.5,5.0,,,100,76
2018 US Open QF,L vs Djokovic,107.6,115.1,6.3,117.8,110.8,124,97,89.2,4.7,97.0,92.5,99,81
2018 US Open R16,W vs Federer,107.6,116.2,4.3,118.4,114.3,124,102,92.3,5.1,97.0,94.5,106,84
2018 US Open R32,W vs Kukushkin,102.4,109.4,9.0,111.3,106.4,122,67,85.6,5.3,,87.0,98,75
2018 US Open R64,W vs Fognini,100.0,108.9,6.9,112.3,104.9,120,86,82.9,4.6,,78.0,92,73
2018 Wimbledon R64,L vs Raonic,108.4,114.9,4.8,117.0,111.7,125,96,94.5,4.6,100.0,95.0,104,85
2017 US Open R32,L vs Kohlschreiber,99.7,109.3,6.7,110.5,107.9,119,89,84.4,4.9,86.7,95.0,95,76
2017 US Open R64,W vs Jaziri,99.6,107.6,8.8,112.0,105.5,122,78,85.3,6.2,,87.0,98,70
2017 US Open R128,W vs Kyrgios,104.8,111.3,6.4,114.4,109.7,123,94,87.9,5.2,92.0,,96,73
2017 Wimbledon R128,L vs Nadal,103.7,114.3,5.2,116.9,110.7,122,101,88.2,3.5,88.0,86.0,96,80
2016 US Open R128,L vs Thiem,101.0,113.8,5.5,,,126,99,82.2,5.0,,,96,72
2016 Wimbledon R32,L vs Murray,104.2,109.8,7.9,113.1,106.8,122,89,91.4,5.5,95.3,95.0,101,82
2016 Roland Garros R128,L vs Isner,95.4,99.4,12.6,,,120,69,84.3,7.1,,,96,68
2016 Australian Open R32,L vs Tomic,103.8,111.8,6.8,,,122,92,87.6,4.8,,,97,80
2016 Australian Open R64,W vs Muller,101.7,109.5,6.9,,,120,94,85.1,4.6,,,95,74
2016 Australian Open R128,W vs Schwartzman,100.0,106.9,8.9,,,122,84,86.0,5.5,,,95,69
Career (23 matches),,102.2,110.1,7.7,114.5,108.3,126,62,86.8,5.4,90.1,90.5,111,61
